"","Gene","Cluster","Max_Weight","Rank"
"CHKA","CHKA",4,2.291087913425,4
"MPC2","MPC2",4,2.23324754941021,4
"GPRIN3","GPRIN3",2,2.70684529497212,4
"METTL4","METTL4",2,2.29657618575761,4
"ADAMTS6","ADAMTS6",3,2.27781299180642,4
"FBXW4","FBXW4",1,2.08129126462221,4
"ATOH8","ATOH8",1,2.82018524652021,4
"FAM174A","FAM174A",4,2.1374123562616,4
"TP53TG1","TP53TG1",4,2.13902168979063,4
"SLC43A2","SLC43A2",4,2.19401506415643,4
"DNAAF2","DNAAF2",4,2.05276289276176,4
"TMEM54","TMEM54",4,2.66737174723449,4
"LANCL1","LANCL1",1,2.32137018695864,4
"SLC9A3R1","SLC9A3R1",2,2.29533232783394,4
"TDO2","TDO2",2,2.46310941769395,4
"MCM5","MCM5",2,2.61216787279985,4
"DHX58","DHX58",2,2.2204837740274,4
"BACH2","BACH2",2,1.9741801022573,4
"AVIL","AVIL",4,1.95519325681657,4
"FBXL12","FBXL12",1,2.15623749540064,4
"DPY19L1","DPY19L1",4,2.44025627818363,4
"RBM7","RBM7",1,2.00480498145418,4
"TCTN2","TCTN2",1,2.22322355377017,4
"BST2","BST2",2,2.57951825504695,4
"HS3ST3B1","HS3ST3B1",2,2.31113823505844,4
"DNAH14","DNAH14",4,2.34523410528106,4
"ALS2CL","ALS2CL",1,2.6082952233576,4
"WHRN","WHRN",4,2.04787614149167,4
"AC020978.9","AC020978.9",1,2.01501253136702,4
"SMIM27","SMIM27",2,1.87547066346543,4
"FAIM2","FAIM2",1,2.53143294346191,4
"MTLN","MTLN",4,2.10501049303391,4
"GFPT2","GFPT2",4,1.97148723553496,4
"GTF2IRD2","GTF2IRD2",1,2.3393036365284,4
"NR5A2","NR5A2",1,2.361900115944,4
"LAIR2","LAIR2",3,2.62973730099259,4
"TSPOAP1","TSPOAP1",2,1.96628340871836,4
"KIFC3","KIFC3",4,2.60614947054857,4
"RASGRF2","RASGRF2",4,2.15182015335719,4
"PTPRO","PTPRO",3,2.03085898611061,4
"PDE4DIP","PDE4DIP",1,1.96807305674188,4
"LPAR5","LPAR5",2,2.46389315633803,4
"PTGR2","PTGR2",1,2.22042024740606,4
"WNT10A","WNT10A",2,2.77559125336915,4
"SMPD3","SMPD3",2,2.66247225751618,4
"AL355488.1","AL355488.1",2,2.10067991225069,4
"RBM12B","RBM12B",3,3.00452599320973,4
"BLCAP","BLCAP",1,2.1727645116891,4
"TRAF2","TRAF2",2,2.30022360293103,4
"SH3PXD2B","SH3PXD2B",4,2.40407338347185,4
"AC027097.1","AC027097.1",2,2.49978503218132,4
"APOBR","APOBR",2,2.37571496380975,4
"SLC25A40","SLC25A40",2,2.01918047660136,4
"FAM155A","FAM155A",4,2.0422561679724,4
"GALNT18","GALNT18",1,1.94721544757189,4
"ADHFE1","ADHFE1",1,2.33375389376702,4
"OSCAR","OSCAR",2,2.1993325969487,4
"PRKAR2B","PRKAR2B",1,2.27161280097241,4
"CROT","CROT",1,2.1395377947884,4
"PDE3A","PDE3A",1,2.20980456568389,4
"RCAN2","RCAN2",1,2.41371365148248,4
"QPCT","QPCT",4,2.09509482932424,4
"RIDA","RIDA",3,2.25055326326979,4
"CXCL16","CXCL16",4,2.6172618603977,4
"FLT3","FLT3",2,2.65176507590773,4
"BRMS1","BRMS1",2,2.21849901132985,4
"PIF1","PIF1",2,2.4276915529277,4
"CD40LG","CD40LG",2,2.617114273263,4
"PPM1M","PPM1M",2,2.31735835990888,4
"ADCY4","ADCY4",1,2.74733192358471,4
"ACTR3B","ACTR3B",4,2.2620077839943,4
"SYNPO","SYNPO",1,2.30089376461948,4
"RELT","RELT",2,2.47195850007427,4
"CROCC","CROCC",1,2.19754352063817,4
"SYT12","SYT12",4,2.38854131766845,4
"MS4A4A","MS4A4A",3,2.25023572563468,4
"FANCF","FANCF",2,2.04889090819892,4
"FLNC","FLNC",1,2.42369755657555,4
"POC1B-AS1","POC1B-AS1",1,2.16423475482831,4
"PLCG2","PLCG2",2,2.88585739230686,4
"TACR1","TACR1",1,2.69888852857574,4
"LINC01138","LINC01138",2,2.30925026189765,4
"LNX2","LNX2",4,2.18972839140745,4
"AC010997.6","AC010997.6",3,3.08810110181075,4
"ERCC3","ERCC3",1,2.15722772038927,4
"GSTO2","GSTO2",4,2.22924037638836,4
"STMN3","STMN3",1,1.96828437346204,4
"WDR19","WDR19",1,2.30955399516708,4
"GADD45B","GADD45B",4,2.1016362048003,4
"OSBPL5","OSBPL5",4,2.21737061485855,4
"WASF3","WASF3",1,2.2535567101828,4
"LAMA1","LAMA1",1,2.24859814490996,4
"HOXB6","HOXB6",3,2.57266971274546,4
"TBX1","TBX1",1,2.52000697207108,4
"PLCXD3","PLCXD3",1,2.45986559931538,4
"DHRS1","DHRS1",4,2.273347390397,4
"MBNL3","MBNL3",2,2.42677493022026,4
"AC024075.2","AC024075.2",1,2.03038181438131,4
"FAM83F","FAM83F",4,2.55827773031311,4
"TBX5","TBX5",3,2.19593128654592,4
"UCKL1","UCKL1",4,2.07099089877193,4
"AP001496.4","AP001496.4",1,2.2332889065728,4
"MXRA7","MXRA7",1,2.46512845725218,4
"CAPN12","CAPN12",2,2.01642339855154,4
"HAS3","HAS3",1,2.09249682193222,4
"GLIPR1L2","GLIPR1L2",1,2.58068336477621,4
"ADAMTSL2","ADAMTSL2",4,2.63415968298849,4
"CERCAM","CERCAM",4,2.78667966390297,4
"FAM118A","FAM118A",3,2.01866487172078,4
"KIF11","KIF11",2,2.44202647381101,4
"IBSP","IBSP",4,2.58395909838657,4
"LRP3","LRP3",1,2.46042576074861,4
"LINC00649","LINC00649",2,2.80649690748227,4
"PYROXD1","PYROXD1",3,2.08134588509086,4
"CYTL1","CYTL1",1,2.31472033908323,4
"KIAA1522","KIAA1522",4,2.62077667534473,4
"AC015883.1","AC015883.1",2,2.27165219015848,4
"PRR14","PRR14",2,2.1948078246179,4
"WIZ","WIZ",4,2.1774089051074,4
"PBX4","PBX4",2,2.75400851442373,4
"SLC16A4","SLC16A4",1,2.42891201083561,4
"SMAD6","SMAD6",1,2.09933073786746,4
"IL15RA","IL15RA",2,2.04887218565056,4
"TMEM200C","TMEM200C",1,2.41077652689357,4
"DCLK2","DCLK2",4,2.43848949856982,4
"SH2D3A","SH2D3A",2,2.40162266674215,4
"MRPS10","MRPS10",4,2.09187835128528,4
"CIP2A","CIP2A",2,2.27764782348879,4
"LANCL2","LANCL2",1,1.958185253671,4
"ERMAP","ERMAP",4,2.14972287455094,4
"INTU","INTU",1,2.47910279827981,4
"SNN","SNN",1,2.09350060819739,4
"PXMP4","PXMP4",1,2.27534410900759,4
"PAGR1","PAGR1",3,2.5775291705043,4
"GJA4","GJA4",1,2.16519902968736,4
"NDUFAF4","NDUFAF4",4,2.03747246660824,4
"AL139113.1","AL139113.1",1,2.06599957066528,4
"TSPAN2","TSPAN2",4,2.45133728311771,4
"ICAM2","ICAM2",2,2.53411801409016,4
"HOXC9","HOXC9",3,2.39809724925171,4
"IFITM2","IFITM2",1,2.23365748716848,4
"YRDC","YRDC",4,2.15607525662887,4
"PTPRJ","PTPRJ",3,2.37822317710788,4
"IL1R2","IL1R2",3,2.04569227805298,4
"RPL39L","RPL39L",4,2.135751156361,4
"LINC00271","LINC00271",1,2.20822766856548,4
"AC021078.1","AC021078.1",1,2.29077898484912,4
"RPS20P22","RPS20P22",1,2.29481505459979,4
"MET","MET",1,2.37390544630158,4
"LINC00702","LINC00702",4,2.14670669289542,4
"PRTFDC1","PRTFDC1",1,2.40508592941412,4
"FN3KRP","FN3KRP",4,2.10168196189992,4
"ARL6IP6","ARL6IP6",2,2.18235421151428,4
"AC093297.2","AC093297.2",1,2.11264753782113,4
"SLC44A4","SLC44A4",1,2.12163499876136,4
"LZTFL1","LZTFL1",4,2.014676417525,4
"COMMD1","COMMD1",4,2.39386941818985,4
"BMP2","BMP2",1,2.2955827414762,4
"RHOBTB1","RHOBTB1",1,2.37476445238997,4
"UBA7","UBA7",2,2.51966402395069,4
"CPOX","CPOX",4,2.09738751267369,4
"RTKN","RTKN",4,2.64594648953823,4
"LIG1","LIG1",2,2.51912240061383,4
"FAM214B","FAM214B",4,2.20568219991637,4
"ZNF727","ZNF727",1,2.3647798553856,4
"SSBP2","SSBP2",1,2.90819850985225,4
"AIFM1","AIFM1",4,2.0125849235452,4
"ZNF251","ZNF251",1,2.22445038559285,4
"LINC01004","LINC01004",4,2.13681699885137,4
"CACNB3","CACNB3",4,2.31615040865507,4
"TMEM273","TMEM273",1,2.19423947911107,4
"AL109976.1","AL109976.1",1,2.17724278449461,4
"FADD","FADD",4,2.55270223615115,4
"RPS13","RPS13",1,2.20111166475942,4
"FAM227A","FAM227A",4,1.97566406329656,4
"ITGAM","ITGAM",2,2.21851800460876,4
"KIFC2","KIFC2",2,2.28237758429114,4
"NUGGC","NUGGC",2,2.68455283638535,4
"MZT1","MZT1",4,2.1309739230821,4
"SBK1","SBK1",2,2.32230346504152,4
"PRAME","PRAME",3,2.241604125382,4
"AC012236.1","AC012236.1",2,2.74929098681553,4
"WRAP73","WRAP73",2,2.05920952138963,4
"INTS6L","INTS6L",2,2.22813720196953,4
"TXLNB","TXLNB",1,2.2011959373104,4
"NPC1","NPC1",4,2.53355006739892,4
"COX17","COX17",4,2.14284569320609,4
"MGAT3","MGAT3",2,2.17144723999843,4
"HAUS1","HAUS1",4,2.0392572806517,4
"HOXA-AS2","HOXA-AS2",3,2.96503780480169,4
"ABCD4","ABCD4",1,2.06312308134626,4
"ZNF550","ZNF550",2,2.1715317290198,4
"PLD4","PLD4",2,2.72833687391259,4
"PSMD10","PSMD10",3,2.12733892504874,4
"AC016831.4","AC016831.4",3,2.34143525202233,4
"ROR2","ROR2",4,2.27834822308626,4
"SPRED2","SPRED2",1,2.61996504941252,4
"ARMC9","ARMC9",4,2.21100846005812,4
"ALDH1L2","ALDH1L2",3,2.11353898953126,4
"MAD2L1BP","MAD2L1BP",4,2.00197630510044,4
"NRBP2","NRBP2",1,2.30136992696425,4
"DNAJB4","DNAJB4",1,2.19415637875701,4
"IGFN1","IGFN1",1,2.36886023178424,4
"ORC6","ORC6",2,2.1619074662928,4
"REC8","REC8",2,2.44713783823358,4
"NOL11","NOL11",2,2.04540904075267,4
"CLEC7A","CLEC7A",2,2.4425187075526,4
"TEX30","TEX30",4,2.03272933445722,4
"ZNF513","ZNF513",4,2.23946369329865,4
"CUTC","CUTC",1,1.95742998704772,4
"ARNTL","ARNTL",4,1.93236815077081,4
"GPD1L","GPD1L",1,2.38618986632976,4
"CDKN1C","CDKN1C",1,3.02075187117101,4
"ABCB10","ABCB10",4,2.14753303236007,4
"TSPAN6","TSPAN6",1,2.37386808002354,4
"ZBTB7C","ZBTB7C",4,2.3621854502318,4
"RPL23AP32","RPL23AP32",1,2.52282171328652,4
"ZDHHC12","ZDHHC12",4,2.33975279304877,4
"SNRNP25","SNRNP25",2,2.04422735309831,4
"IL18R1","IL18R1",3,2.39779884619964,4
"PROSER1","PROSER1",4,2.17888554844265,4
"TRIM69","TRIM69",2,2.48596363834493,4
"ATP10A","ATP10A",3,2.2465942967631,4
"QSOX2","QSOX2",2,2.32244174584871,4
"RUVBL1","RUVBL1",2,2.14942677402379,4
"PIK3R3","PIK3R3",1,2.16887684205286,4
"SND1-IT1","SND1-IT1",2,2.28591998544284,4
"CCNF","CCNF",4,2.03387557463751,4
"FKBP5","FKBP5",3,2.56175824339949,4
"TNFRSF10D","TNFRSF10D",1,2.07945839437303,4
"TMEM86A","TMEM86A",4,2.29935856982645,4
"LRR1","LRR1",2,2.0186414461768,4
"BCL2L12","BCL2L12",4,2.17930356021469,4
"PREX2","PREX2",1,3.03323869768499,4
"CD109","CD109",4,2.12236521887743,4
"ANKRD33B","ANKRD33B",1,2.13836432138398,4
"HMCN1","HMCN1",1,2.68170770421882,4
"NSUN5P1","NSUN5P1",4,2.01838642400454,4
"CNTN3","CNTN3",1,2.3032699463046,4
"FAM53B","FAM53B",2,2.6685635477506,4
"LINC00511","LINC00511",4,2.1848101937787,4
"CTPS1","CTPS1",2,2.14134786016237,4
"NDUFAF1","NDUFAF1",1,1.98993973090227,4
"AL162595.1","AL162595.1",1,2.21741264903988,4
"PPP1R13B","PPP1R13B",1,2.38822928805059,4
"PPP2R5A","PPP2R5A",1,2.12655334479492,4
"AC135050.6","AC135050.6",1,2.06749781439231,4
"TMEM106A","TMEM106A",3,2.51141622920448,4
"TEAD3","TEAD3",4,2.62033918715181,4
"DHRS12","DHRS12",1,2.27566593718721,4
"TMEM200B","TMEM200B",1,2.44762393722966,4
"CTSF","CTSF",1,2.77456282431989,4
"TRDN","TRDN",3,3.08662581915315,4
"DNASE1L3","DNASE1L3",2,2.34379201234255,4
"LINC01116","LINC01116",1,2.28874318597991,4
"BBC3","BBC3",4,2.1820983828201,4
"DYNC2LI1","DYNC2LI1",1,2.58660353608719,4
"BCAR3","BCAR3",4,2.08071350594795,4
"HOMER1","HOMER1",1,2.07626446062218,4
"FRAT2","FRAT2",2,2.18271187724467,4
"ARAP3","ARAP3",1,2.54718742769511,4
"PEX13","PEX13",4,2.46022689569583,4
"BCAS1","BCAS1",3,2.24036498193723,4
"ZNF441","ZNF441",3,2.21752699412038,4
"RASSF7","RASSF7",4,2.05499181264535,4
"B3GAT3","B3GAT3",2,2.33727663881855,4
"TENT4A","TENT4A",1,2.02839479525536,4
"ITIH5","ITIH5",1,3.1465875955301,4
"ZNF189","ZNF189",4,1.95493439387186,4
"UST","UST",1,2.42595843584669,4
"TAP1","TAP1",2,2.92779789139635,4
"GEMIN8","GEMIN8",1,2.07017768716123,4
"FDX1","FDX1",2,1.99980739504316,4
"GAS2L3","GAS2L3",3,2.04633936348349,4
"PUS7","PUS7",4,2.1582679371068,4
"SMIM13","SMIM13",4,2.1197708724132,4
"CABLES1","CABLES1",4,2.13089759811018,4
"ZBTB14","ZBTB14",2,1.95433767065584,4
"KDR","KDR",1,2.24534065817543,4
"ARHGEF5","ARHGEF5",4,2.40389901396235,4
"PRKD2","PRKD2",2,2.64655460589241,4
"FAIM","FAIM",1,2.13249037535007,4
"SLCO4A1","SLCO4A1",1,2.29685723297697,4
"STARD4","STARD4",2,2.1619630299792,4
"MED31","MED31",3,1.84028084714424,4
"CCDC168","CCDC168",1,2.20711205771617,4
"MYCT1","MYCT1",1,2.58714992968539,4
"FUCA2","FUCA2",4,2.23905896308591,4
"WDR45","WDR45",4,2.2231158082348,4
"TRIB1","TRIB1",2,2.15791640931476,4
"SIDT1","SIDT1",2,2.56971727553321,4
"NAA10","NAA10",4,2.25965221086417,4
"TBPL1","TBPL1",3,1.95653387717106,4
"OCRL","OCRL",4,2.30785080587693,4
"CRACR2A","CRACR2A",2,2.17348528588945,4
"MSC","MSC",2,2.05109166480002,4
"NOP16","NOP16",3,2.1126441635403,4
"INTS13","INTS13",2,2.18470063211061,4
"NACC2","NACC2",3,2.32367978869923,4
"SCML1","SCML1",1,2.13076134567748,4
"TLCD5","TLCD5",1,2.22344795647777,4
"PLGRKT","PLGRKT",4,2.07869205890149,4
"SLC30A6","SLC30A6",2,2.05071469482578,4
"ATP8A1","ATP8A1",2,2.82771878820712,4
"PLCL1","PLCL1",3,1.96271953277011,4
"AL158206.1","AL158206.1",1,2.3244887588607,4
"AC090559.2","AC090559.2",3,2.64508093607966,4
"MYO1F","MYO1F",2,2.797306239324,4
"OSM","OSM",4,2.17190731916943,4
"FAM229B","FAM229B",1,2.21157819616303,4
"MAP3K12","MAP3K12",1,2.53720878005032,4
"MSC-AS1","MSC-AS1",4,1.95334016316475,4
"MAGOHB","MAGOHB",4,2.19739667096031,4
"ZNF334","ZNF334",1,2.35119323985827,4
"SEMA3B","SEMA3B",1,2.60860232574326,4
"MAP3K14","MAP3K14",2,2.50870667272256,4
"DPH2","DPH2",2,2.00613612122987,4
"ALDH18A1","ALDH18A1",4,2.37392709746481,4
"MTFR1","MTFR1",4,2.5673830918381,4
"GRPEL2","GRPEL2",2,2.02804744520138,4
"OXNAD1","OXNAD1",2,2.50013499978951,4
"SETD6","SETD6",3,1.94283501269477,4
"MED9","MED9",4,2.19688221195597,4
"DISC1","DISC1",2,2.00838649585065,4
"MRPS9","MRPS9",1,2.06075499528037,4
"MTURN","MTURN",1,2.70040176708938,4
"XPO5","XPO5",4,2.15282143984291,4
"SLC29A1","SLC29A1",4,2.48721807009343,4
"PFKP","PFKP",4,2.2734463437349,4
"BDH1","BDH1",4,1.94508270180586,4
"POLRMT","POLRMT",2,2.26110849640746,4
"DIPK1B","DIPK1B",1,2.52578228086655,4
"HSBP1L1","HSBP1L1",4,2.24716023289908,4
"FZD6","FZD6",4,2.36987200649953,4
"SGMS2","SGMS2",4,2.51656853339483,4
"GLA","GLA",4,2.10317178548688,4
"COMMD8","COMMD8",2,2.19832182807733,4
"CEP126","CEP126",1,2.84173100928033,4
"RNF138","RNF138",2,2.20213053252885,4
"AC005906.2","AC005906.2",1,2.61146646861142,4
"TP53INP2","TP53INP2",4,2.29147266444255,4
"TRMT2B","TRMT2B",2,2.18953915308417,4
"SIX5","SIX5",1,2.50606282673792,4
"FAM110B","FAM110B",1,2.33500777611399,4
"GNPNAT1","GNPNAT1",4,2.4040451090156,4
"IRS1","IRS1",1,2.60569900739217,4
"NRGN","NRGN",3,2.17111803145728,4
"MAP3K7CL","MAP3K7CL",4,2.08957911796822,4
"RHEX","RHEX",1,2.43632743797815,4
"NETO2","NETO2",4,2.29117024118325,4
"PLEKHF1","PLEKHF1",4,1.91688707885489,4
"SPAG16","SPAG16",1,2.3426140426432,4
"FAM199X","FAM199X",4,2.14587638262877,4
"LRP12","LRP12",4,2.15046145272778,4
"ECT2","ECT2",4,2.29561137131539,4
"AP000915.2","AP000915.2",1,2.4155925281961,4
"ACP5","ACP5",2,2.27904170497499,4
"GRAMD4","GRAMD4",4,1.99391870275322,4
"FAP","FAP",4,2.81528915651771,4
"LINC01359","LINC01359",1,2.56280253706125,4
"CGN","CGN",4,2.50854198779549,4
"MAATS1","MAATS1",1,2.52945123277769,4
"PPFIA2","PPFIA2",3,2.81768441460469,4
"ZSCAN25","ZSCAN25",3,2.26941521451514,4
"AC026124.1","AC026124.1",1,2.34990161225837,4
"SLC50A1","SLC50A1",4,2.19983406296799,4
"ANGPT1","ANGPT1",1,2.14949785620727,4
"PGS1","PGS1",2,1.91605554927202,4
"SLC25A45","SLC25A45",2,2.51415112889437,4
"ADAM23","ADAM23",3,2.33140310846009,4
"AMOT","AMOT",1,2.33270613582066,4
"IFRD2","IFRD2",4,2.24802411545302,4
"AC008105.3","AC008105.3",2,3.05585648870815,4
"PITPNM3","PITPNM3",1,2.38067407186103,4
"GAS6-AS1","GAS6-AS1",2,2.43940633941176,4
"DGKA","DGKA",2,2.91809159909608,4
"PPP1R16A","PPP1R16A",4,2.43794933763592,4
"DYNC1I1","DYNC1I1",1,2.4895990933527,4
"SAMD12","SAMD12",2,1.9626717551947,4
"NSMAF","NSMAF",2,2.26599867438333,4
"AL021368.2","AL021368.2",1,2.29153050258654,4
"TACC2","TACC2",4,2.29746424852257,4
"MT-ND6","MT-ND6",3,2.90114100393019,4
"HCP5","HCP5",2,2.90353615083385,4
"SEMA3E","SEMA3E",3,2.11151461525631,4
"FAM111B","FAM111B",2,2.38098435693669,4
"GULP1","GULP1",1,2.79917292594391,4
"GPSM3","GPSM3",2,3.18454220279562,4
"INPP5E","INPP5E",1,1.9566042967617,4
"LDHA","LDHA",4,2.60490238313376,4
"ARHGAP20","ARHGAP20",1,2.6227139251702,4
"RAB15","RAB15",4,2.4072770228699,4
"AL021707.6","AL021707.6",2,2.49302172439069,4
"CTDP1","CTDP1",2,2.10124221707228,4
"FAM189B","FAM189B",4,2.18688609592359,4
"TAL1","TAL1",1,2.47703037364422,4
"TNIP2","TNIP2",2,2.17346202981835,4
"CCDC15","CCDC15",3,1.90709825343827,4
"NCAM2","NCAM2",3,2.32061484833918,4
"AP4S1","AP4S1",1,2.33427592664147,4
"SLC31A1","SLC31A1",4,2.37687927713885,4
"NINJ1","NINJ1",4,2.40335697007054,4
"DRAIC","DRAIC",1,2.01196806248381,4
"SNAI2","SNAI2",4,2.29325508200943,4
"HID1","HID1",1,2.30080668684123,4
"SHISAL2A","SHISAL2A",2,2.89069671048085,4
"PPIH","PPIH",2,1.93665728778423,4
"PRR11","PRR11",2,2.34775367863321,4
"KLC4","KLC4",1,2.05220906301603,4
"MIPOL1","MIPOL1",1,2.50276205846623,4
"STARD8","STARD8",1,2.33510654161933,4
"TRIM5","TRIM5",2,2.19347155125172,4
"PGAM5","PGAM5",4,2.0254422382065,4
"RGS14","RGS14",2,2.64093436684307,4
"DCTN1-AS1","DCTN1-AS1",1,2.14193941289951,4
"GPRC5C","GPRC5C",4,2.13989575750773,4
"NXPH3","NXPH3",1,2.42871495862252,4
"TSNAX","TSNAX",1,1.9479571863016,4
"RAB3IL1","RAB3IL1",1,2.48689676029497,4
"DKK3","DKK3",4,2.79837042437668,4
"UNC13B","UNC13B",1,2.30109868566533,4
"CADM4","CADM4",4,2.25906995708159,4
"DBNDD1","DBNDD1",4,2.38900860329259,4
"CDCA7L","CDCA7L",2,2.17277473656718,4
"BEX2","BEX2",1,2.09015941277888,4
"AC006504.7","AC006504.7",2,2.22436082541841,4
"CYP4F3","CYP4F3",1,2.2437518486696,4
"SPAG5","SPAG5",2,2.18852873668066,4
"FCHSD1","FCHSD1",2,2.48524609760245,4
"PLAGL1","PLAGL1",1,2.77497376288476,4
"AC116667.1","AC116667.1",4,1.89003703912107,4
"ROBO3","ROBO3",4,2.047723487454,4
"FGD2","FGD2",2,2.85138070301529,4
"ZNF711","ZNF711",1,2.32661998346997,4
"AC124852.1","AC124852.1",3,2.24529569635285,4
"ITGA8","ITGA8",1,2.03528075718865,4
"TBC1D22B","TBC1D22B",2,1.95448645756103,4
"CDC42-IT1","CDC42-IT1",2,2.43415824849018,4
"LUZP2","LUZP2",1,2.25899183950176,4
"UBA2","UBA2",2,2.06010211257423,4
"CASZ1","CASZ1",4,2.0364893446004,4
"CSRNP3","CSRNP3",1,2.47492574828786,4
"MNDA","MNDA",3,2.48808632379277,4
"PHLDA1","PHLDA1",4,2.48085868824622,4
"MTERF3","MTERF3",4,1.91694300832237,4
"TDP1","TDP1",2,2.20030175300978,4
"KDM1B","KDM1B",2,2.01184025611951,4
"HSD17B6","HSD17B6",4,2.73180328524072,4
"AUH","AUH",1,2.10627178874218,4
"FAT3","FAT3",4,2.20541975382551,4
"PFKM","PFKM",1,2.40475387851547,4
"KALRN","KALRN",1,2.41082051930863,4
"LINC00324","LINC00324",2,2.11526220141845,4
"CALHM5","CALHM5",4,2.05471616995528,4
"P2RX1","P2RX1",2,2.44802677353044,4
"FBXL22","FBXL22",3,2.18317666269031,4
"TBL2","TBL2",4,2.20528985540787,4
"RASIP1","RASIP1",1,2.66504163414206,4
"KRT10","KRT10",4,2.47797883557015,4
"CHST3","CHST3",4,2.4268372928344,4
"Z95114.1","Z95114.1",1,2.29139614623645,4
"AGAP2","AGAP2",2,2.37877793398473,4
"ZNF529-AS1","ZNF529-AS1",1,2.00383322919724,4
"NABP2","NABP2",4,2.08340603095865,4
"ISOC1","ISOC1",4,2.11113586432596,4
"MUC16","MUC16",4,2.1700938990064,4
"HLA-DQA1","HLA-DQA1",2,2.63493783098703,4
"JMJD4","JMJD4",2,2.14110223947671,4
"SIAH1","SIAH1",4,2.12498810068627,4
"CHEK1","CHEK1",2,2.1183249511523,4
"NSRP1P1","NSRP1P1",1,2.10885059589775,4
"L3HYPDH","L3HYPDH",4,1.92069208644409,4
"P2RX7","P2RX7",2,2.47972140721002,4
"LSR","LSR",4,2.3955583855697,4
"PLA2G4C","PLA2G4C",2,2.40627357964063,4
"MLF1","MLF1",1,2.24187770751266,4
"KLHL12","KLHL12",4,2.16004898744223,4
"GAB3","GAB3",2,2.61891683420217,4
"RHBDD1","RHBDD1",2,2.20658046744189,4
"TTC8","TTC8",1,2.23978777056359,4
"MEG9","MEG9",1,2.50442242994254,4
"RIPK3","RIPK3",2,2.51641190803013,4
"ACAA2","ACAA2",4,2.23981175580657,4
"MSTO1","MSTO1",4,1.99012878742158,4
"CYP26B1","CYP26B1",4,2.14035465652551,4
"GSR","GSR",4,2.12322825424253,4
"NUP43","NUP43",1,2.05142574136937,4
"ZC2HC1C","ZC2HC1C",1,2.31244164266662,4
"FAM92A","FAM92A",1,2.06049522833224,4
"MYEF2","MYEF2",4,1.98901198488663,4
"ZFPM2","ZFPM2",3,2.06009286710488,4
"GPHN","GPHN",1,2.10224944456687,4
"GABPB1","GABPB1",4,2.03307856788653,4
"ZNF75D","ZNF75D",2,2.19591548870688,4
"RALGPS2","RALGPS2",2,2.41376059273298,4
"TUSC1","TUSC1",1,2.23929447757119,4
"SLC25A33","SLC25A33",4,1.92043103135234,4
"NOD2","NOD2",2,2.50088768814437,4
"SPINT2","SPINT2",4,2.83808675483984,4
"SLC25A42","SLC25A42",2,2.40061522204289,4
"NEMP1","NEMP1",2,2.27804837516613,4
"MTHFD2","MTHFD2",2,2.16040386455952,4
"NRXN1","NRXN1",1,2.12993591277974,4
"ACAT2","ACAT2",4,2.08776871706853,4
"SLC41A1","SLC41A1",1,1.98476899107778,4
"AC124947.1","AC124947.1",1,2.15406865702685,4
"PCDH12","PCDH12",4,2.12065846698194,4
"PRC1","PRC1",2,2.17600549547504,4
"MTHFD2L","MTHFD2L",1,2.16767719634803,4
"UNC119","UNC119",2,2.36526718813,4
"SEMA3A","SEMA3A",3,2.08107914927294,4
"GEMIN6","GEMIN6",4,1.9495870469704,4
"C1QTNF1","C1QTNF1",4,2.04314868270923,4
"TNFRSF4","TNFRSF4",2,2.58443605777962,4
"BET1","BET1",4,1.87715319394271,4
"GLI2","GLI2",3,2.50793899404696,4
"SLC25A25","SLC25A25",1,2.21775198618932,4
"PANX1","PANX1",4,2.35332803125768,4
"DENND5B","DENND5B",2,2.28087123398271,4
"TCEA2","TCEA2",1,2.31948484270593,4
"FANCM","FANCM",3,2.57916485679558,4
"ZNRF2","ZNRF2",4,1.99738596144821,4
"EPHA2","EPHA2",1,2.20432725099814,4
"C2orf27A","C2orf27A",3,2.46142039349804,4
"GFI1","GFI1",2,2.82708225400742,4
"PRKX","PRKX",2,2.57717984145664,4
"TTF2","TTF2",2,2.09925885334508,4
"CAMK2B","CAMK2B",1,2.33993599965192,4
"EED","EED",2,2.25213905639691,4
"FANCI","FANCI",3,2.31102842565768,4
"AC010226.1","AC010226.1",3,2.20227571680759,4
"AL683813.2","AL683813.2",1,2.27657652453317,4
"ALKAL2","ALKAL2",1,2.1938857043352,4
"METTL15","METTL15",1,2.094126171088,4
"C9orf64","C9orf64",4,2.0395836537096,4
"BUD13","BUD13",1,1.98085889560476,4
"SCNN1B","SCNN1B",1,2.23638602828339,4
"PPP2R3A","PPP2R3A",3,2.2302067244487,4
"EXTL3","EXTL3",4,2.03984679405687,4
"SLC24A3","SLC24A3",4,2.15277422494935,4
"KREMEN1","KREMEN1",1,2.5752551235058,4
"TAF5L","TAF5L",4,2.06072839634858,4
"RERGL","RERGL",1,2.33130727954443,4
"PHF5A","PHF5A",4,2.11890402625073,4
"EAF1","EAF1",4,2.10929001592317,4
"AL356273.6","AL356273.6",1,2.14986019505149,4
"RSPH3","RSPH3",4,2.17404908418136,4
"DNAJB1","DNAJB1",1,2.00710193927763,4
"HCCS","HCCS",2,1.98430273240017,4
"FADS1","FADS1",4,2.09934332182259,4
"TOR1A","TOR1A",4,2.17320493120661,4
"OLFM1","OLFM1",1,2.69858086402264,4
"MAP7","MAP7",4,2.38634124781224,4
"SOCS5","SOCS5",1,2.13199777290156,4
