"","Gene","Cluster","Max_Weight","Rank"
"AL117329.16","AL117329.1",7,3.46179937784924,10
"DOK16","DOK1",6,2.88452356073775,10
"VIPAS396","VIPAS39",2,3.06866969467781,10
"NCS16","NCS1",5,2.68650572258044,10
"ADGRE26","ADGRE2",8,3.47995406824301,10
"LINC010946","LINC01094",4,2.90427823834056,10
"SLC35B26","SLC35B2",2,2.47703323681379,10
"DOC2B6","DOC2B",7,3.38515361151959,10
"SYNGR16","SYNGR1",2,2.91185300883946,10
"CCNA26","CCNA2",10,3.21622357540738,10
"ADAMTS26","ADAMTS2",4,3.89501658013127,10
"LDLR6","LDLR",8,4.02117676243182,10
"SLITRK66","SLITRK6",1,3.03691961861013,10
"CORIN6","CORIN",4,3.93226358236974,10
"BCL6B6","BCL6B",6,3.75436099706786,10
"HOXA56","HOXA5",9,2.57454820601861,10
"TMEM886","TMEM88",7,3.64781599721003,10
"NIPA16","NIPA1",10,2.68752840534868,10
"GNG76","GNG7",10,3.20816090305531,10
"ZNF107","ZNF10",9,2.32243072048858,10
"UBASH3B6","UBASH3B",5,3.42002143497996,10
"GLIS36","GLIS3",5,3.28487232327424,10
"PKDCC6","PKDCC",7,2.77833638927452,10
"PKP26","PKP2",1,3.12723141000928,10
"MUC206","MUC20",7,3.04167547331976,10
"DPEP26","DPEP2",10,3.75055329216181,10
"KAZN6","KAZN",2,2.74580626565101,10
"ACE6","ACE",6,3.18258671647443,10
"HNRNPA1P546","HNRNPA1P54",7,3.84645869669215,10
"ZNF7366","ZNF736",10,2.71439917732879,10
"ETV76","ETV7",10,2.9875301769353,10
"COQ8A6","COQ8A",6,2.92600264593219,10
"GTF2I6","GTF2I",9,2.99996549053174,10
"DLG56","DLG5",1,2.96574165636576,10
"KHDRBS36","KHDRBS3",4,2.70829613443475,10
"SRGAP36","SRGAP3",7,3.83146129940248,10
"MIR222HG6","MIR222HG",8,3.10734791416778,10
"PKHD1L16","PKHD1L1",10,3.02580633929608,10
"NAV36","NAV3",9,3.64511440765548,10
"AC134043.36","AC134043.3",7,3.69552457922467,10
"DACT16","DACT1",4,3.20139701715218,10
"ZC3H12A6","ZC3H12A",8,3.26390766303043,10
"ZNF1016","ZNF101",10,4.21459204368976,10
"BIVM6","BIVM",4,2.75084093492931,10
"ABCB16","ABCB1",9,2.76405301121632,10
"PCLAF6","PCLAF",10,2.79623380491949,10
"PRDM56","PRDM5",7,3.27152137206283,10
"MTFMT6","MTFMT",2,2.61994331543505,10
"TMEM2676","TMEM267",1,2.5012097064077,10
"WDFY3-AS26","WDFY3-AS2",9,3.41408278353604,10
"NCAPG6","NCAPG",10,3.38249310579775,10
"RAB376","RAB37",10,3.98390719994527,10
"TRAPPC26","TRAPPC2",10,2.59551055601142,10
"EPHB36","EPHB3",5,3.43537639122084,10
"SIM16","SIM1",5,2.90459633293769,10
"NEIL16","NEIL1",2,2.8530712165129,10
"GNAL6","GNAL",7,2.66889522332321,10
"RNGTT6","RNGTT",10,3.12841624498988,10
"KLHL66","KLHL6",10,4.07371525635213,10
"AC110285.26","AC110285.2",9,2.89420133036177,10
"AL390728.66","AL390728.6",10,2.84723534700301,10
"SLC35E2A6","SLC35E2A",2,3.5028455361276,10
"UCHL36","UCHL3",4,2.42577371615454,10
"ZNNT16","ZNNT1",9,2.54708887313473,10
"PAXX6","PAXX",4,2.73567386514137,10
"SLC9A76","SLC9A7",10,2.60602259638987,10
"VAMP16","VAMP1",10,3.66423695660804,10
"DOCK66","DOCK6",7,2.97778950880868,10
"PDE5A6","PDE5A",2,3.40345638572311,10
"PRUNE16","PRUNE1",2,2.89378242955404,10
"CD163L16","CD163L1",9,2.59658547839906,10
"UQCRFS16","UQCRFS1",4,2.73779093291036,10
"GPX76","GPX7",4,3.1404145533936,10
"DDX39B6","DDX39B",7,3.36352252460621,10
"ARAP26","ARAP2",10,4.2583252403484,10
"NDUFAF26","NDUFAF2",8,2.64161477550005,10
"BMERB16","BMERB1",2,3.02507415142007,10
"DIPK2B6","DIPK2B",6,3.0781512074013,10
"LILRB36","LILRB3",8,4.26655409651203,10
"EDEM26","EDEM2",4,2.76724895035409,10
"CDKN2D6","CDKN2D",10,2.83838146119982,10
"PSMB8-AS16","PSMB8-AS1",10,3.97725775843445,10
"SULT1C46","SULT1C4",7,3.39161773272149,10
"PHF136","PHF13",4,2.59304396950227,10
"SIX16","SIX1",3,2.84287133259093,10
"BOC6","BOC",2,3.65885048485202,10
"DNAJC126","DNAJC12",2,3.77641302969315,10
"RTL8A6","RTL8A",4,3.00720300175715,10
"TMEM2166","TMEM216",1,2.57515181619677,10
"ZBTB186","ZBTB18",10,2.85817190479892,10
"ARSB6","ARSB",4,3.43153878419581,10
"XKR66","XKR6",7,3.1299244976865,10
"TM7SF26","TM7SF2",3,3.46696909449476,10
"CRNDE6","CRNDE",1,3.26412058994805,10
"PARD6B6","PARD6B",1,3.02206107081405,10
"CNKSR36","CNKSR3",7,3.13200203614667,10
"LRRC27","LRRC2",7,3.55469075919969,10
"LINC008996","LINC00899",7,2.72293716568903,10
"EBF26","EBF2",7,3.77105402329487,10
"ERBB46","ERBB4",1,3.42714543532305,10
"ZNF1176","ZNF117",4,2.63829348365401,10
"ANG6","ANG",6,2.88032976782777,10
"STAT46","STAT4",10,3.85682455080243,10
"CAPN156","CAPN15",2,2.55572514585257,10
"CASKIN26","CASKIN2",7,3.16864456788333,10
"TRPV66","TRPV6",3,4.49186049607564,10
"IKBKE6","IKBKE",10,3.55141229175618,10
"HOXC106","HOXC10",2,2.71009984378388,10
"RNF1526","RNF152",7,3.23558639838915,10
"FST6","FST",9,3.03390003426641,10
"AC104825.16","AC104825.1",3,2.34712023302299,10
"BANF16","BANF1",4,2.65062412263022,10
"ETV56","ETV5",7,3.00084963523383,10
"BARX26","BARX2",1,4.77997410367285,10
"CD2746","CD274",10,3.04651082953432,10
"FRMD36","FRMD3",6,2.88250137460589,10
"TBC1D26","TBC1D2",4,3.17282939312701,10
"AC080014.16","AC080014.1",7,2.80667201292624,10
"MTHFD1L6","MTHFD1L",4,2.86419774532022,10
"SLC15A26","SLC15A2",10,3.50049091160094,10
"A2M-AS16","A2M-AS1",10,4.15259467503717,10
"CCDC144B6","CCDC144B",7,3.5157093035236,10
"VLDLR6","VLDLR",6,2.76473545791529,10
"CCDC1156","CCDC115",4,2.73890131340479,10
"PIK3AP16","PIK3AP1",10,3.37637560595275,10
"SELENBP16","SELENBP1",7,3.25615899280477,10
"WAS6","WAS",10,4.14018676784561,10
"KAZALD16","KAZALD1",9,2.59157906918635,10
"SPINT16","SPINT1",3,3.75643860267812,10
"SMPDL3A6","SMPDL3A",2,2.90453245971473,10
"COQ66","COQ6",2,2.72069467524942,10
"TCEA36","TCEA3",9,2.94450584963308,10
"RHOV6","RHOV",1,3.94618162499488,10
"FZD86","FZD8",2,3.01053410376737,10
"PCK26","PCK2",3,3.2404999844427,10
"SPNS26","SPNS2",7,2.67252589445071,10
"MT-TF6","MT-TF",6,2.57943982286819,10
"EHD36","EHD3",2,3.24118174505777,10
"CASTOR26","CASTOR2",4,2.5849072255304,10
"COBL6","COBL",1,3.78102159423696,10
"DCHS16","DCHS1",7,3.81475144437279,10
"RFTN26","RFTN2",2,3.5842915069648,10
"FGD16","FGD1",4,3.10400118555909,10
"NOS36","NOS3",7,2.73235945998156,10
"LILRA46","LILRA4",10,4.12317591600714,10
"TENM46","TENM4",4,3.32625983573313,10
"SH3BP5-AS16","SH3BP5-AS1",10,2.90248039798964,10
"COLCA16","COLCA1",2,3.75749719505718,10
"NFAM16","NFAM1",8,3.50247454251641,10
"HLA-DQB26","HLA-DQB2",10,3.32323871354998,10
"BCAS46","BCAS4",10,4.09178715166436,10
"SELPLG6","SELPLG",10,4.0360853566329,10
"TSPOAP1-AS16","TSPOAP1-AS1",10,4.074182625123,10
"CTXN16","CTXN1",5,3.30369409656546,10
"SEMA4A6","SEMA4A",8,2.90303884275825,10
"PSTPIP26","PSTPIP2",7,2.52278113949022,10
"PAX8-AS16","PAX8-AS1",10,2.54920744145789,10
"NOSTRIN6","NOSTRIN",7,3.64738420854803,10
"HOMER36","HOMER3",4,3.42211948361241,10
"FAM13A-AS16","FAM13A-AS1",10,2.88994735813068,10
"EIF4EBP16","EIF4EBP1",4,2.96123480011802,10
"MICAL16","MICAL1",10,3.52017718873764,10
"PDAP16","PDAP1",4,3.11270196997851,10
"NCALD6","NCALD",7,3.17845627513638,10
"ZNF204P6","ZNF204P",7,2.6641084292893,10
"GLYATL26","GLYATL2",1,3.50416721125984,10
"ZSWIM46","ZSWIM4",7,2.98568379476504,10
"PTGES26","PTGES2",6,2.60334553819351,10
"OSBPL36","OSBPL3",10,3.15928359413986,10
"CIAO2A6","CIAO2A",10,2.89310144612386,10
"BNIP36","BNIP3",6,3.29556194125488,10
"GPSM16","GPSM1",2,2.89093375289144,10
"BCHE6","BCHE",9,4.09567223664735,10
"TTC39A6","TTC39A",3,3.49043835897968,10
"DESI16","DESI1",1,2.63417475957647,10
"PTPN216","PTPN21",7,3.42742722350083,10
"GPR137B6","GPR137B",4,3.37863318726226,10
"SOX66","SOX6",7,3.90433551076039,10
"KLRD16","KLRD1",10,3.77653888653098,10
"TGFB1I16","TGFB1I1",4,3.73723002478982,10
"FBLN56","FBLN5",7,4.05794288405627,10
"SNTB16","SNTB1",4,2.26910800581686,10
"ARMH36","ARMH3",10,2.63041565838133,10
"ZNF4196","ZNF419",2,2.44339013734253,10
"PLIN26","PLIN2",6,2.95321081719373,10
"AC006509.36","AC006509.3",7,3.3378354923793,10
"SDHA6","SDHA",6,2.63292094672509,10
"VEGFC6","VEGFC",4,3.04023517172898,10
"DDX586","DDX58",1,2.38097083119637,10
"KLHL216","KLHL21",7,2.45164607846368,10
"LOXL46","LOXL4",1,2.95455198625859,10
"FANCD26","FANCD2",10,3.41130191106517,10
"NECTIN36","NECTIN3",2,2.59443431893727,10
"BEND56","BEND5",9,3.37874919242579,10
"CREB3L46","CREB3L4",3,3.90723640854071,10
"HOXC46","HOXC4",4,2.92717850495543,10
"AKR1C16","AKR1C1",6,3.61467626835676,10
"NAV26","NAV2",1,3.78365186998766,10
"AC027020.26","AC027020.2",10,2.91426902607367,10
"TSPAN19","TSPAN1",9,2.76564258121134,10
"TMCC36","TMCC3",2,2.43186847563015,10
"ADAMTS146","ADAMTS14",4,3.9141782357326,10
"MT1F6","MT1F",1,3.20643538093524,10
"FOXP36","FOXP3",10,3.82863623477988,10
"NFIL36","NFIL3",8,3.87873726736156,10
"NR3C26","NR3C2",9,2.82324239641537,10
"ZNF385D6","ZNF385D",7,3.76051832783633,10
"LURAP1L6","LURAP1L",4,2.37310550395766,10
"SCUBE36","SCUBE3",4,3.10545153713995,10
"RPA36","RPA3",2,2.30156265966744,10
"DOK46","DOK4",4,2.80647212251424,10
"VDR6","VDR",4,3.20309335374272,10
"NTAN16","NTAN1",6,3.08848133965965,10
"RPS12P166","RPS12P16",9,3.49907441257885,10
"KIF26A6","KIF26A",7,3.35613891687082,10
"THNSL26","THNSL2",2,3.28629336646138,10
"INAFM16","INAFM1",7,3.08680186448299,10
"HCK6","HCK",8,3.46763511087558,10
"MYOC6","MYOC",9,3.77092323865878,10
"LRRC426","LRRC42",4,2.48345860660149,10
"MYC6","MYC",8,4.32136470868496,10
"CLEC11A6","CLEC11A",7,3.93975537990184,10
"LRRC75A6","LRRC75A",9,4.32304518801381,10
"LINC008826","LINC00882",7,4.18890981272307,10
"PTS6","PTS",4,2.90984348207856,10
"CYB5A6","CYB5A",3,2.74890328510867,10
"CDK2AP26","CDK2AP2",10,2.67578990109519,10
"TNFAIP36","TNFAIP3",8,4.05333105615355,10
"HULC6","HULC",7,4.09179108905622,10
"SGPP16","SGPP1",10,2.51661191034984,10
"ST6GALNAC56","ST6GALNAC5",4,3.64996524310481,10
"LINC015156","LINC01515",7,3.57550405260067,10
"PDZRN46","PDZRN4",9,3.63976495719418,10
"PNO16","PNO1",8,2.95063710445948,10
"WASF16","WASF1",2,2.72456992175026,10
"SLC25A446","SLC25A44",8,2.44018482336024,10
"HLCS6","HLCS",3,2.75776156126503,10
"GRIA36","GRIA3",7,3.06860422433371,10
"NLRC56","NLRC5",10,4.46039668960082,10
"AL133243.36","AL133243.3",7,3.07484268235835,10
"ETFDH6","ETFDH",1,2.21278130925032,10
"XYLT16","XYLT1",4,3.46611103067215,10
"SHE6","SHE",7,3.58100079525004,10
"THRB-IT16","THRB-IT1",7,3.10535599441106,10
"HIF3A6","HIF3A",7,3.3193239582071,10
"ROBO46","ROBO4",6,3.69627787907271,10
"GABPA6","GABPA",6,2.80337469881129,10
"ZNF3506","ZNF350",3,2.7274814712166,10
"FBLN76","FBLN7",9,2.92488175835971,10
"ABCC36","ABCC3",1,2.62009319508092,10
"AL109918.16","AL109918.1",10,3.23473027834102,10
"MFNG6","MFNG",10,2.89655591878967,10
"PGF6","PGF",8,3.02534982928235,10
"LRIG36","LRIG3",7,3.04961040309067,10
"CAP26","CAP2",9,2.54764890864907,10
"FBXL76","FBXL7",2,2.73108864115681,10
"LZTS16","LZTS1",5,3.51746177195118,10
"BATF36","BATF3",8,3.90544226212541,10
"ENPP26","ENPP2",6,3.09808178495092,10
"MICOS136","MICOS13",4,2.85669291174667,10
"HAPLN36","HAPLN3",8,3.12281214075978,10
"TIPARP6","TIPARP",9,2.83525856757238,10
"FRK6","FRK",4,2.63145164883378,10
"ADGRB26","ADGRB2",2,3.42458369883037,10
"APBA26","APBA2",10,3.56841905592914,10
"LAT26","LAT2",10,3.44185194900155,10
"COCH6","COCH",10,2.70839493722432,10
"PGGHG6","PGGHG",10,3.37801351654653,10
"GPAT36","GPAT3",7,2.80104124913262,10
"NADK6","NADK",10,2.74814764648734,10
"PROCR6","PROCR",4,2.83018757657671,10
"LIPT16","LIPT1",9,3.07878905255947,10
"TNFRSF96","TNFRSF9",10,3.6681084787098,10
"PARD6G6","PARD6G",2,3.14987455402538,10
"HOXA106","HOXA10",9,2.68173322725814,10
"GATM6","GATM",3,2.88211654320752,10
"TMC56","TMC5",9,2.75776703225874,10
"TSPAN156","TSPAN15",4,2.56540274090193,10
"TMEM2546","TMEM254",3,2.72166250538535,10
"SETD1B6","SETD1B",4,2.47939324222419,10
"GMPPA6","GMPPA",6,2.67574980514467,10
"HOOK16","HOOK1",1,3.79178187971645,10
"RHNO16","RHNO1",10,2.66669879363292,10
"CEBPA6","CEBPA",6,3.65874703324434,10
"PLPP46","PLPP4",4,4.29046112182315,10
"DBF46","DBF4",10,3.2295164918615,10
"CHDH6","CHDH",1,3.14056658861253,10
"TRAT16","TRAT1",10,4.63383701936865,10
"ASB66","ASB6",8,3.03749813313815,10
"RPA16","RPA1",4,2.84257367859465,10
"PLCB26","PLCB2",10,3.54639465636964,10
"ACSS36","ACSS3",7,2.89975416737971,10
"CALB26","CALB2",5,3.41533233306082,10
"NREP6","NREP",4,3.85756221890504,10
"CDS16","CDS1",1,3.53753676000482,10
"DDX116","DDX11",10,2.41964494840157,10
"PRDM66","PRDM6",4,2.83127566519483,10
"BHLHE406","BHLHE40",8,3.55506129677783,10
"FAM78A6","FAM78A",10,4.35284345581805,10
"BLVRA6","BLVRA",4,2.99006604100578,10
"GPR656","GPR65",10,3.2095372946251,10
"HS3ST3A16","HS3ST3A1",4,2.88396646631259,10
"FAM221A6","FAM221A",8,2.27845601225101,10
"AC005253.16","AC005253.1",9,4.20869467481489,10
"PLCH26","PLCH2",1,3.05096676306117,10
"GLRX6","GLRX",10,2.9391051660343,10
"DTX16","DTX1",9,2.43338040439961,10
"NPR26","NPR2",6,2.95218525531814,10
"AL121839.26","AL121839.2",1,2.67110407150696,10
"SLC9B26","SLC9B2",6,2.60692050063972,10
"CCDC36","CCDC3",7,3.56360790478765,10
"PGAP16","PGAP1",8,3.04295110733467,10
"SCN9A6","SCN9A",7,2.87194868861985,10
"BTBD196","BTBD19",4,3.28099872482738,10
"CLECL16","CLECL1",10,4.0291756255126,10
"IMMP2L6","IMMP2L",9,2.34589644280157,10
"RGS136","RGS13",7,2.7814576651151,10
"CLNK6","CLNK",10,3.98088001652582,10
"ITGB36","ITGB3",8,2.82453566806943,10
"ARHGEF286","ARHGEF28",7,3.1505719970205,10
"TNNT36","TNNT3",7,3.41622985872321,10
"PRUNE26","PRUNE2",9,2.75427761939278,10
"MRPL126","MRPL12",4,2.61040552431221,10
"EEPD16","EEPD1",6,2.97025766679323,10
"TNFRSF196","TNFRSF19",4,3.18195163685608,10
"MIER36","MIER3",4,2.49697155296691,10
"KCNE36","KCNE3",4,2.69836683756211,10
"CORO76","CORO7",10,3.05531557233517,10
"IDI16","IDI1",3,4.5700646665715,10
"AC104794.36","AC104794.3",7,2.85522895299642,10
"CERS46","CERS4",3,3.79261148760584,10
"TMTC16","TMTC1",6,2.5629397988218,10
"MPP76","MPP7",1,2.84689487131582,10
"NAALAD26","NAALAD2",7,3.82509695864463,10
"GPX16","GPX1",4,3.51992279209761,10
"ZDHHC86","ZDHHC8",2,3.10175010795501,10
"ABCC96","ABCC9",7,3.36401551345896,10
"PCDHB46","PCDHB4",9,2.70266775858977,10
"AADAT6","AADAT",6,2.76095720231369,10
"SLC19A36","SLC19A3",6,3.16305442489666,10
"PLEKHF26","PLEKHF2",10,2.90471519420598,10
"CD1D6","CD1D",10,3.11923236341418,10
"TCEAL56","TCEAL5",2,4.00495421935852,10
"HEY26","HEY2",5,2.9787907196628,10
"NEO16","NEO1",2,3.34834227382625,10
"AL445426.16","AL445426.1",7,2.90753950886274,10
"MCM26","MCM2",10,2.69870509302711,10
"SERPINB86","SERPINB8",8,3.00462026291544,10
"LINC019346","LINC01934",10,4.00946930699874,10
"DUBR6","DUBR",7,2.91590761410387,10
"MEX3D6","MEX3D",4,3.05917963374451,10
"MILR16","MILR1",10,2.98608254020333,10
"KCTD16","KCTD1",3,2.8606001815022,10
"IL346","IL34",1,2.76246514793268,10
"HRH26","HRH2",8,3.62020284477371,10
"VANGL26","VANGL2",1,2.74232235098573,10
"AC068888.16","AC068888.1",7,2.73773493698458,10
"C6orf1326","C6orf132",1,3.17943587828484,10
"TSPAN126","TSPAN12",6,2.41021751915549,10
"RECQL46","RECQL4",5,3.00685938231598,10
"RAB206","RAB20",8,2.7807831649922,10
"ANKRD96","ANKRD9",4,2.28356781149611,10
"NRXN26","NRXN2",2,3.88112155066389,10
"AGA6","AGA",10,2.59999735702765,10
"AMY2B6","AMY2B",9,2.76171544586425,10
"TUBB2A6","TUBB2A",8,3.3446005855431,10
"LINC009966","LINC00996",10,4.15777492312515,10
"NRBF26","NRBF2",4,2.70966419306297,10
"TIFA6","TIFA",1,2.91009039397151,10
"PRR136","PRR13",8,2.85026424033348,10
"SH3GLB26","SH3GLB2",7,2.81012493402121,10
"HERC66","HERC6",10,3.14269888463494,10
"PDZD26","PDZD2",2,2.23496395880674,10
"HENMT16","HENMT1",10,2.69678062550424,10
"FAT46","FAT4",7,3.57213516192756,10
"TMEM257","TMEM25",2,3.05535662855124,10
"VSTM46","VSTM4",7,3.71856134994111,10
"SHC46","SHC4",2,2.58146745760114,10
"SPEG6","SPEG",1,3.95267037276321,10
"SLC7A76","SLC7A7",10,3.20267350698495,10
"GPT26","GPT2",3,2.69352690505134,10
"MMP126","MMP12",10,2.65740497601776,10
"FIGN6","FIGN",7,3.80569008504307,10
"CDC14A6","CDC14A",10,3.5776770994085,10
"AC006141.16","AC006141.1",10,2.77512287972656,10
"HDAC116","HDAC11",2,2.58460703346536,10
"BMP66","BMP6",6,3.09483789619259,10
"STON26","STON2",9,3.17228144663042,10
"BHLHE226","BHLHE22",9,2.95795569180424,10
"OPN36","OPN3",4,2.76474844531946,10
"MYBL16","MYBL1",10,3.25401248630585,10
"COPS36","COPS3",4,2.49687336949428,10
"SELENOO6","SELENOO",7,2.63788421407981,10
"CCDC1416","CCDC141",10,3.32898662806385,10
"LPAR26","LPAR2",10,3.19324068600627,10
"MLLT116","MLLT11",5,3.10789191528203,10
"ADGRL36","ADGRL3",7,2.81625062820577,10
"RPL13P126","RPL13P12",9,5.16978900785343,10
"FBXO466","FBXO46",10,2.37104000344138,10
"TNFSF13B6","TNFSF13B",10,3.5297668819462,10
"MCTP26","MCTP2",10,2.88568823426046,10
"TAF46","TAF4",2,2.52378652165479,10
"TRPM26","TRPM2",4,2.95189975431936,10
"TMEM606","TMEM60",4,3.27057942276201,10
"DLL46","DLL4",7,2.97005056287027,10
"L3MBTL16","L3MBTL1",7,3.21235340909591,10
"RNF2076","RNF207",2,2.65653113862485,10
"TMEM626","TMEM62",3,3.48674101623221,10
"SIGLEC17P6","SIGLEC17P",9,2.82683647435286,10
"TST6","TST",6,2.51252692737184,10
"ITGA36","ITGA3",1,2.57991308036885,10
"STK266","STK26",10,3.26031274037111,10
"CFAP706","CFAP70",1,2.58301958158237,10
"FOXC26","FOXC2",4,2.79020742097923,10
"ARHGEF266","ARHGEF26",9,2.72250561645579,10
"APBB36","APBB3",7,2.8749768289088,10
"TSPAN116","TSPAN11",7,2.6249367569792,10
"SRPX26","SRPX2",4,3.400884334167,10
"CD300E6","CD300E",8,4.7581610060555,10
"AVPR1A6","AVPR1A",7,2.90865540268922,10
"CORO2B6","CORO2B",6,2.90287150846049,10
"ABCG16","ABCG1",4,2.46013321575611,10
"MYOM26","MYOM2",6,3.2528390181542,10
"DENND2D6","DENND2D",10,4.65462480204761,10
"FAM122C6","FAM122C",10,3.07150735687034,10
"ARMCX16","ARMCX1",2,3.1250187237817,10
"COL21A16","COL21A1",7,3.23144388360211,10
"CDC42EP56","CDC42EP5",7,3.07421332017726,10
"ELN6","ELN",9,4.11314260506882,10
"TMEM516","TMEM51",5,3.07737621288335,10
"F11R6","F11R",1,2.94649050847752,10
"CRYZL2P6","CRYZL2P",2,2.58493927820507,10
"CHST146","CHST14",4,2.81403730291416,10
"MTCO1P406","MTCO1P40",6,2.86026520937516,10
"PITHD16","PITHD1",6,2.93605071483699,10
"KCNK26","KCNK2",9,2.84650016876278,10
"LINC022106","LINC02210",7,2.65074396300526,10
"SLC20A26","SLC20A2",4,2.5385800049491,10
"PIK3C2B6","PIK3C2B",10,2.69855967801816,10
"RPS6KA66","RPS6KA6",7,3.10713079180778,10
"PLEKHN16","PLEKHN1",1,2.78355587758778,10
"SEL1L36","SEL1L3",10,4.82857711157966,10
"DSN16","DSN1",10,2.53208514907515,10
"VNN26","VNN2",10,3.34298923001172,10
"ATP5MD6","ATP5MD",8,3.38163816113131,10
"NLRP36","NLRP3",8,3.44300540101782,10
"CELSR26","CELSR2",1,3.37230452467716,10
"PPM1L6","PPM1L",9,2.17952438670619,10
"CHST26","CHST2",5,2.78191643898167,10
"NAALADL26","NAALADL2",7,3.36826189650027,10
"ARHGAP406","ARHGAP40",3,3.06415296894805,10
"KCNAB26","KCNAB2",10,4.07745775843746,10
"SHC26","SHC2",7,3.96514595045077,10
"PRR5L6","PRR5L",4,3.45653288112027,10
"RCAN36","RCAN3",10,3.41060388341737,10
"SLC5A66","SLC5A6",1,3.039060698263,10
"RECK6","RECK",7,3.19245677962952,10
"SLC16A96","SLC16A9",9,3.51931063022486,10
"GLTP6","GLTP",4,2.58482724572566,10
"PLCG16","PLCG1",4,2.57785731245594,10
"FGF186","FGF18",9,2.86136097930743,10
"BTN3A16","BTN3A1",10,3.56643679268928,10
"RMND5A6","RMND5A",6,2.78998141661081,10
"LPCAT46","LPCAT4",6,2.5929041052061,10
"SLC36A16","SLC36A1",4,3.15641343472147,10
"KANK16","KANK1",1,2.65567603023418,10
"TBX5-AS16","TBX5-AS1",9,3.31765474919545,10
"KLHL36","KLHL3",7,3.75272915624055,10
"GATA66","GATA6",6,2.74374416358866,10
"METTL21A6","METTL21A",2,2.38580148693362,10
"F13A16","F13A1",9,4.0384033340807,10
"AC006115.26","AC006115.2",7,2.99663683251526,10
"LCAT6","LCAT",7,4.11421557597222,10
"TMEM2206","TMEM220",6,2.74187648488984,10
"DDX286","DDX28",8,2.4134757252038,10
"SLFN126","SLFN12",2,2.41160424507198,10
"WDR376","WDR37",8,2.40025038604791,10
"FAR26","FAR2",3,2.95366279053017,10
"KNTC16","KNTC1",10,3.42018283928164,10
"ERAP26","ERAP2",10,3.02968822355047,10
"SMAD96","SMAD9",7,3.79492972896715,10
"DTX36","DTX3",2,3.06696534861999,10
"ADAMTSL36","ADAMTSL3",2,2.95463756457819,10
"SIAE6","SIAE",5,2.31699077559342,10
"TALDO16","TALDO1",4,2.7766419171698,10
"RFWD36","RFWD3",10,2.40270379953402,10
"RGS196","RGS19",10,3.67192587255983,10
"MPZ6","MPZ",10,2.60471179298987,10
"SLIT26","SLIT2",7,3.48432011280811,10
"SQLE6","SQLE",3,3.10695524466083,10
"CYSLTR16","CYSLTR1",10,3.54943330075253,10
"RTL8C6","RTL8C",4,3.10651885445586,10
"NCKIPSD6","NCKIPSD",2,2.47622397944159,10
"IL20RA6","IL20RA",3,3.17799454569145,10
"ZNF5616","ZNF561",1,2.87874542745389,10
"WNT9A6","WNT9A",9,2.60882813356958,10
"ATG4C6","ATG4C",10,2.84555443847344,10
"MRPL446","MRPL44",4,2.44308458040509,10
"TGFB26","TGFB2",5,2.64447267891327,10
"AZIN26","AZIN2",4,3.90824114960424,10
"RASL126","RASL12",2,3.00378599666064,10
"CD286","CD28",10,3.75479712065847,10
"SPATA186","SPATA18",2,2.96073139070184,10
"ADORA36","ADORA3",4,3.41787153787013,10
"SLC39A86","SLC39A8",10,2.40895886836121,10
"LNX16","LNX1",7,3.14011157573394,10
"NYNRIN6","NYNRIN",7,3.06377759746283,10
"IFT526","IFT52",4,2.57154211302832,10
"HCAR16","HCAR1",1,3.37992639859037,10
"FJX16","FJX1",5,3.39928340440429,10
"LRP86","LRP8",10,3.29397107927417,10
"FANCA6","FANCA",10,2.72946095679813,10
"SYT76","SYT7",5,3.40578033599608,10
"MYO1D6","MYO1D",4,4.07292274450217,10
"DHRS4-AS16","DHRS4-AS1",4,2.35798998307873,10
"NCMAP6","NCMAP",1,3.50091152589677,10
"LACC16","LACC1",9,2.97971342053751,10
"MARCHF36","MARCHF3",6,2.85785408197772,10
"ST6GAL16","ST6GAL1",10,3.34688786321091,10
"SLC31A26","SLC31A2",4,2.87976486022873,10
"SHKBP16","SHKBP1",10,2.65077913295422,10
"DDAH16","DDAH1",5,3.42265336387337,10
"MRPL396","MRPL39",6,2.41925265463905,10
"MAFK6","MAFK",7,3.61271357287779,10
"CACNA1H6","CACNA1H",7,2.65393264704591,10
"ADAMTS166","ADAMTS16",4,3.55942801639473,10
"BMF6","BMF",4,3.19580126644276,10
"ABCG26","ABCG2",2,3.27082701684713,10
"RHBDF16","RHBDF1",7,3.45692215252485,10
"KIFC16","KIFC1",4,2.80468697368755,10
"SERTAD36","SERTAD3",6,2.82398215052408,10
"PC6","PC",2,3.44496386885117,10
"RDH136","RDH13",3,2.54217767222855,10
"GTPBP36","GTPBP3",1,2.67959631546453,10
"ZNF3316","ZNF331",8,3.231870132892,10
"PILRB6","PILRB",9,2.38113281495732,10
"RBM206","RBM20",3,3.64633267163205,10
"CDH66","CDH6",7,2.69250175344749,10
"SALL26","SALL2",2,3.56522280615524,10
"MYH146","MYH14",1,4.44370759608734,10
"ACAN6","ACAN",5,3.12418752893566,10
"MELTF6","MELTF",1,3.23281766133039,10
"WFDC21P6","WFDC21P",10,3.51633142513662,10
"SRARP6","SRARP",3,3.98034113484593,10
"RAE16","RAE1",4,2.77566696001151,10
"UCP26","UCP2",10,3.57560361524684,10
"GRIA46","GRIA4",2,2.83552948491915,10
"PIM16","PIM1",8,4.44862123346554,10
"FOLR26","FOLR2",9,3.04118181200216,10
"BPGM6","BPGM",4,3.16326604376381,10
