"","Sample","Cluster","Max_Coefficient","Rank"
"set4_10_14827_668_IBC_Str3","set4_10_14827_668_IBC_Str",5,0.167356058411259,7
"set4_10_14831_668_DCIS_Str3","set4_10_14831_668_DCIS_Str",3,0.14211529840998,7
"set4_10_14832_668_NL_Str3","set4_10_14832_668_NL_Str",6,0.125090967844855,7
"set4_10_14835_669_IBC_Str3","set4_10_14835_669_IBC_Str",5,0.156328835634586,7
"set4_10_14836_669_NL_Str3","set4_10_14836_669_NL_Str",6,0.212351635786235,7
"set4_10_14838_669_DCIS_Str3","set4_10_14838_669_DCIS_Str",6,0.170317913387154,7
"set4_10_14841_670_EN_Str3","set4_10_14841_670_EN_Str",1,0.145615706920692,7
"set4_10_14842_670_DCIS_Str3","set4_10_14842_670_DCIS_Str",3,0.245518546525956,7
"set4_10_14845_670_DCIS_Str3","set4_10_14845_670_DCIS_Str",3,0.137472193509555,7
"set4_10_14846_670_IBC_Str3","set4_10_14846_670_IBC_Str",3,0.282160011450881,7
"set4_10_14850_670_BBD_Str3","set4_10_14850_670_BBD_Str",1,0.127973926838269,7
"set4_10_14851_670_CCC_Str3","set4_10_14851_670_CCC_Str",1,0.130721522500835,7
"set4_10_14852_670_AM_Str3","set4_10_14852_670_AM_Str",3,0.119603781648136,7
"set4_10_14865_672_inf_NL_Str_S2_R1_0013","set4_10_14865_672_inf_NL_Str_S2_R1_001",1,0.151935419267819,7
"set4_10_14867_672_IBC_Str_1_S4_R1_0013","set4_10_14867_672_IBC_Str_1_S4_R1_001",5,0.176412093142339,7
"set4_10_14871_672_DCIS_Str_S8_R1_0013","set4_10_14871_672_DCIS_Str_S8_R1_001",4,0.121148631806806,7
"set4_10_14872_672_CaLob_Str_S9_R1_0013","set4_10_14872_672_CaLob_Str_S9_R1_001",4,0.185908518483067,7
"set4_10_14874_672_NL_Str_S11_R1_0013","set4_10_14874_672_NL_Str_S11_R1_001",1,0.157824638576659,7
"set4_10_14877_672_CCC_Str_S14_R1_0013","set4_10_14877_672_CCC_Str_S14_R1_001",6,0.12453102230902,7
"set4_10_14879_673_IBC_Str_S16_R1_0013","set4_10_14879_673_IBC_Str_S16_R1_001",5,0.20420546113469,7
"set4_10_14881_673_DCIS_Str_S18_R1_0013","set4_10_14881_673_DCIS_Str_S18_R1_001",4,0.210535544060843,7
"set4_10_14883_673_NL_Str_S20_R1_0013","set4_10_14883_673_NL_Str_S20_R1_001",1,0.142813379769469,7
"set4_10_14885_673_AM_Str_S22_R1_0013","set4_10_14885_673_AM_Str_S22_R1_001",3,0.185225652059936,7
"set4_10_14887_673_CCC_Str_S24_R1_0013","set4_10_14887_673_CCC_Str_S24_R1_001",1,0.183933586989346,7
"set4_10_14889_673_EN_Str_S26_R1_0013","set4_10_14889_673_EN_Str_S26_R1_001",1,0.169335144743461,7
"set4_10_14891_674_DCIS_Str_S28_R1_0013","set4_10_14891_674_DCIS_Str_S28_R1_001",6,0.102524047817095,7
"set4_10_14893_674_IBC_Str_S30_R1_0013","set4_10_14893_674_IBC_Str_S30_R1_001",5,0.133305817303765,7
"set4_10_14895_674_BBD_Str_S32_R1_0013","set4_10_14895_674_BBD_Str_S32_R1_001",6,0.181262320710735,7
"set4_10_14900_675_EN1_Str_S34_R1_0013","set4_10_14900_675_EN1_Str_S34_R1_001",1,0.197791375365664,7
"set4_10_14902_675_EN2_Str3","set4_10_14902_675_EN2_Str",1,0.207121906311378,7
"set4_10_14903_675_EN3_Str3","set4_10_14903_675_EN3_Str",1,0.216788900604119,7
"set4_10_14906_675_NL_Str3","set4_10_14906_675_NL_Str",1,0.187490726556228,7
"set4_10_14923_677_IBC_Str3","set4_10_14923_677_IBC_Str",5,0.145427934557646,7
"set4_10_14925_677_DCIS_Str3","set4_10_14925_677_DCIS_Str",4,0.151781400777176,7
"set4_10_14927_677_NL_Str3","set4_10_14927_677_NL_Str",4,0.140399377304111,7
"set4_10_14929_677_LVI_Str3","set4_10_14929_677_LVI_Str",4,0.14399323407634,7
"set4_10_14931_678_IBC_Str3","set4_10_14931_678_IBC_Str",5,0.160460110500655,7
"set4_10_14933_678_PLC_Str3","set4_10_14933_678_PLC_Str",3,0.123584403433796,7
"set4_10_14935_678_EN_Str3","set4_10_14935_678_EN_Str",1,0.161834418470456,7
"set4_10_14937_678_NL_Str3","set4_10_14937_678_NL_Str",6,0.128582265294817,7
"set4_10_14939_679_IBC_Str3","set4_10_14939_679_IBC_Str",5,0.216894495833148,7
"set4_10_14941_679_DCIS_Str3","set4_10_14941_679_DCIS_Str",6,0.156969716098931,7
"set4_10_14943_679_NL_Str3","set4_10_14943_679_NL_Str",6,0.135681708992762,7
"set4_10_14955_680_DCIS_2_Str3","set4_10_14955_680_DCIS_2_Str",6,0.147743707434708,7
"set4_10_14957_680_ADH_2_Str3","set4_10_14957_680_ADH_2_Str",6,0.140955600592754,7
"set4_10_14945_680_ADH_1_Str3","set4_10_14945_680_ADH_1_Str",6,0.143311178694147,7
"set4_10_14947_680_UDH_Str3","set4_10_14947_680_UDH_Str",6,0.140759566048239,7
"set4_10_14949_680_NL_Str3","set4_10_14949_680_NL_Str",6,0.124964911448702,7
"set4_10_14951_680_DCIS_1_Str3","set4_10_14951_680_DCIS_1_Str",6,0.15214567762352,7
"set4_10_14953_680_IBC_Str3","set4_10_14953_680_IBC_Str",5,0.153704566531714,7
"set4_10_14959_680_LG_DCIS_Str3","set4_10_14959_680_LG_DCIS_Str",4,0.160353324142399,7
"set4_10_14961_680_AM_Str3","set4_10_14961_680_AM_Str",3,0.321577499575551,7
"set4_10_14967_681_DCIS_Str3","set4_10_14967_681_DCIS_Str",6,0.136854098492969,7
"set4_10_14969_681_AM_Str3","set4_10_14969_681_AM_Str",3,0.227812124434454,7
"set4_10_14971_681_EN_Str3","set4_10_14971_681_EN_Str",6,0.167309096913289,7
"set4_10_14973_681_ADH_1_Str3","set4_10_14973_681_ADH_1_Str",6,0.139598671098693,7
"set4_10_14975_681_IBC_Str3","set4_10_14975_681_IBC_Str",5,0.199100826984111,7
"set4_10_14977_681_NL_Str3","set4_10_14977_681_NL_Str",1,0.133450582799805,7
"set4_10_14979_682_NL_Str3","set4_10_14979_682_NL_Str",1,0.160081097665372,7
"set4_10_14981_682_EN_Str3","set4_10_14981_682_EN_Str",1,0.139085384296219,7
"set4_10_14983_682_IBC_Str3","set4_10_14983_682_IBC_Str",5,0.131588301531126,7
"set4_10_14985_682_Inf_NL_Str3","set4_10_14985_682_Inf_NL_Str",4,0.161321125464276,7
"set4_10_14988_683_DCIS_Str3","set4_10_14988_683_DCIS_Str",4,0.114379714101088,7
"set4_10_14991_684_ADH_DCIS_Str3","set4_10_14991_684_ADH_DCIS_Str",7,0.118598401462394,7
"set4_10_14993_684_DCIS_Str3","set4_10_14993_684_DCIS_Str",4,0.146072135152296,7
"set4_10_14995_684_NL_Str3","set4_10_14995_684_NL_Str",1,0.135829727137102,7
"set4_10_14997_684_IBC_Str3","set4_10_14997_684_IBC_Str",5,0.170825321334983,7
"set4_10_14999_685_DCIS_Str3","set4_10_14999_685_DCIS_Str",4,0.135557784271126,7
"set4_10_15001_685_IBC_Str3","set4_10_15001_685_IBC_Str",4,0.122013515249185,7
"set4_10_15003_685_NL_Str3","set4_10_15003_685_NL_Str",1,0.120606869063363,7
"set4_10_15005_685_EN_Str3","set4_10_15005_685_EN_Str",6,0.125765193940174,7
"set4_10_15014_687_DCIS_1_Str3","set4_10_15014_687_DCIS_1_Str",4,0.152049001746666,7
"set4_10_15016_687_DCIS_2_Str3","set4_10_15016_687_DCIS_2_Str",4,0.211726869124046,7
"set4_10_15018_687_UDH_Str3","set4_10_15018_687_UDH_Str",3,0.127613280200501,7
"set4_10_15020_687_EN_Str3","set4_10_15020_687_EN_Str",1,0.146506466636323,7
"set4_10_15022_687_NL_Str3","set4_10_15022_687_NL_Str",6,0.145054983290869,7
"set4_10_15026_688_EN_1_Str3","set4_10_15026_688_EN_1_Str",4,0.123902326833023,7
"set4_10_14912_676_EN_Str3","set4_10_14912_676_EN_Str",1,0.17109838901687,7
"set4_10_14914_676_BBD_2_Str3","set4_10_14914_676_BBD_2_Str",1,0.140594725084828,7
"set4_10_14917_676_DCIS_1_Str3","set4_10_14917_676_DCIS_1_Str",4,0.131675041079241,7
"set4_10_14919_676_BBD_1_Str3","set4_10_14919_676_BBD_1_Str",6,0.118887390652391,7
"set4_10_14921_676_NL_Str3","set4_10_14921_676_NL_Str",1,0.176230568069822,7
"set4_10_15008_686_DCIS_Str3","set4_10_15008_686_DCIS_Str",4,0.157847988873825,7
"set4_10_15010_686_EN_Str3","set4_10_15010_686_EN_Str",6,0.133801171106942,7
"set4_10_15012_686_NL_Str3","set4_10_15012_686_NL_Str",6,0.182023128460491,7
"set4_10_15033_689_IBC_Str3","set4_10_15033_689_IBC_Str",5,0.221030446073066,7
"set4_10_15035_689_DCIS_1_Str3","set4_10_15035_689_DCIS_1_Str",4,0.169101146073043,7
"set4_10_15037_689_NL_Str3","set4_10_15037_689_NL_Str",1,0.167161170661107,7
"set4_10_15039_689_DCIS_2_Str3","set4_10_15039_689_DCIS_2_Str",4,0.135619059959016,7
"set4_10_15041_689_EN_1_Str3","set4_10_15041_689_EN_1_Str",1,0.127208878722022,7
"set4_10_15043_689_EN_2_Str3","set4_10_15043_689_EN_2_Str",6,0.121207762413269,7
"set4_10_15053_690_EN_2_Str3","set4_10_15053_690_EN_2_Str",1,0.142457556779005,7
"set4_10_15063_691_EN_2_Str3","set4_10_15063_691_EN_2_Str",3,0.136909523972503,7
"set4_10_14965_681_ADH_2_Str3","set4_10_14965_681_ADH_2_Str",6,0.16675776945911,7
"set4_10_15024_688_IBC_Str3","set4_10_15024_688_IBC_Str",4,0.214173892966169,7
"set4_10_15028_688_NL_Str3","set4_10_15028_688_NL_Str",1,0.164175346881437,7
"set4_10_15030_688_EN_4_Str3","set4_10_15030_688_EN_4_Str",1,0.163652589861673,7
"set4_10_15107_688_EN_5_Str3","set4_10_15107_688_EN_5_Str",3,0.160834430785174,7
"set4_10_15045_690_NL_Str3","set4_10_15045_690_NL_Str",1,0.119861805450066,7
"set4_10_15047_690_EN_1_Str3","set4_10_15047_690_EN_1_Str",6,0.114975567547368,7
"set4_10_15049_690_IBC_Str3","set4_10_15049_690_IBC_Str",5,0.177652841010767,7
"set4_10_15051_690_DCIS_Str3","set4_10_15051_690_DCIS_Str",4,0.136753021724969,7
"set4_10_15055_690_i_DCIS_Str3","set4_10_15055_690_i_DCIS_Str",4,0.198237354956703,7
"set4_10_15057_691_IBC_Str3","set4_10_15057_691_IBC_Str",5,0.203779631748782,7
"set4_10_15059_691_EN_1_Str3","set4_10_15059_691_EN_1_Str",1,0.117133132618335,7
"set4_10_15061_691_DCIS_Str3","set4_10_15061_691_DCIS_Str",3,0.147339038984629,7
"set4_10_15065_692_IBC_Str3","set4_10_15065_692_IBC_Str",5,0.156425410125827,7
"set4_10_15067_692_DCIS_Str3","set4_10_15067_692_DCIS_Str",4,0.183280760439578,7
"set4_10_15069_692_NL_Str3","set4_10_15069_692_NL_Str",4,0.150765322244486,7
"set4_10_15586_744_IBC_Str3","set4_10_15586_744_IBC_Str",5,0.173994251245455,7
"set4_10_15588_744_inF.NL_Str3","set4_10_15588_744_inF.NL_Str",4,0.16739213140768,7
"set4_10_15590_744_DCIS_Str3","set4_10_15590_744_DCIS_Str",5,0.114331354368784,7
"set4_10_15592_745_CCC_Str3","set4_10_15592_745_CCC_Str",1,0.108805987334444,7
"set4_10_15594_745_BBD_Str3","set4_10_15594_745_BBD_Str",6,0.134042037818809,7
"set4_10_15596_745_IP_Str3","set4_10_15596_745_IP_Str",4,0.119877759076633,7
"set4_10_15599_746_DCIS_Str3","set4_10_15599_746_DCIS_Str",4,0.194510297917219,7
"set4_10_15601_746_NL_Str3","set4_10_15601_746_NL_Str",4,0.146559479736025,7
"set4_10_15603_747_IBC_Str3","set4_10_15603_747_IBC_Str",5,0.177146780566775,7
"set4_10_15605_747_NL_Str3","set4_10_15605_747_NL_Str",6,0.144548456747509,7
"set4_10_15607_747_ADH_Str3","set4_10_15607_747_ADH_Str",1,0.166261446913056,7
"set4_10_15609_747_AM_Str3","set4_10_15609_747_AM_Str",3,0.16433897244154,7
"set4_10_15611_748_AM_Str3","set4_10_15611_748_AM_Str",6,0.168188622016004,7
"set4_10_15613_748_DCIS_Str3","set4_10_15613_748_DCIS_Str",4,0.144839618075671,7
"set4_10_15615_748_IBC_Str3","set4_10_15615_748_IBC_Str",5,0.181119976457918,7
"set4_10_15619_749_IBC_Str3","set4_10_15619_749_IBC_Str",5,0.179119700153541,7
"set4_10_15620_749_DCIS_Str3","set4_10_15620_749_DCIS_Str",5,0.131899036602687,7
"set4_10_15621_749_LVI_Str3","set4_10_15621_749_LVI_Str",7,0.144935425579616,7
"set4_10_15623_750_NL_Str3","set4_10_15623_750_NL_Str",1,0.133083058183846,7
"set4_10_15625_750_IBC_Str3","set4_10_15625_750_IBC_Str",5,0.185851223271754,7
"set4_10_15627_750_DCIS_Str3","set4_10_15627_750_DCIS_Str",5,0.161760690382401,7
"set4_10_15629_751_NL_Str3","set4_10_15629_751_NL_Str",1,0.146340074037721,7
"set4_10_15631_751_IBC_Str3","set4_10_15631_751_IBC_Str",5,0.18109854306618,7
"set4_10_15633_751_ADH_Str3","set4_10_15633_751_ADH_Str",1,0.173221429223799,7
"set4_10_15635_751_CCC_Str3","set4_10_15635_751_CCC_Str",1,0.158944079044079,7
"set4_10_15637_752_IBC_Str3","set4_10_15637_752_IBC_Str",4,0.151117986000117,7
"set4_10_15641_752_DCIS_Str3","set4_10_15641_752_DCIS_Str",6,0.131757468065232,7
"set4_10_15642_752_NL_Str3","set4_10_15642_752_NL_Str",1,0.130077209364051,7
"set4_10_15643_752_BBD_Str3","set4_10_15643_752_BBD_Str",1,0.127187475319298,7
"set4_10_15645_753_DCIS_Str3","set4_10_15645_753_DCIS_Str",5,0.140630545136234,7
"set4_10_15648_753_NL_Str3","set4_10_15648_753_NL_Str",1,0.162203122116602,7
"set4_10_15650_754_IBC_Str3","set4_10_15650_754_IBC_Str",5,0.193560214122607,7
"set4_10_15652_754_ADH_Str3","set4_10_15652_754_ADH_Str",5,0.123571740616242,7
"set4_10_15654_754_EN_1_Str3","set4_10_15654_754_EN_1_Str",1,0.10865113188766,7
"set4_10_15656_754_DCIS_Str3","set4_10_15656_754_DCIS_Str",5,0.143598271833701,7
"set4_10_15658_754_EN_2_Str3","set4_10_15658_754_EN_2_Str",5,0.118054436265981,7
"set4_10_15660_755_EN_Str3","set4_10_15660_755_EN_Str",1,0.151890993417534,7
"set4_10_15662_755_DCIS_inf_1_Str3","set4_10_15662_755_DCIS_inf_1_Str",4,0.182429945078811,7
"set4_10_15664_755_IBC_Str3","set4_10_15664_755_IBC_Str",4,0.184224920776373,7
"set4_10_15666_755_DCIS_inf_2_Str3","set4_10_15666_755_DCIS_inf_2_Str",4,0.162823069013958,7
"set4_10_15668_755_NL_Str3","set4_10_15668_755_NL_Str",1,0.139436811123583,7
"set4_10_15670_756_NL_Str3","set4_10_15670_756_NL_Str",6,0.112888386806478,7
"set4_10_15672_756_EN_1_Str3","set4_10_15672_756_EN_1_Str",1,0.169469002857583,7
"set4_10_15674_756_IBC_Str3","set4_10_15674_756_IBC_Str",4,0.160340727670182,7
"set4_10_15676_756_UDH_1_Str3","set4_10_15676_756_UDH_1_Str",1,0.110758974972443,7
"set4_10_15678_756_EN_2_Str3","set4_10_15678_756_EN_2_Str",1,0.179757108916708,7
"set4_10_15680_756_UDH_2_Str3","set4_10_15680_756_UDH_2_Str",7,0.194077410850783,7
"set4_10_15682_757_DCIS_Str3","set4_10_15682_757_DCIS_Str",7,0.116023646935446,7
"set4_10_15684_757_IBC_Str3","set4_10_15684_757_IBC_Str",7,0.126467717319182,7
"set4_10_15686_757_NL_Str3","set4_10_15686_757_NL_Str",1,0.15911335200264,7
"set4_10_15688_757_UDH_Str3","set4_10_15688_757_UDH_Str",1,0.175403547080811,7
"set4_10_15690_757_CCC_Str3","set4_10_15690_757_CCC_Str",1,0.178639618447141,7
"set4_10_15692_757_EN_Str3","set4_10_15692_757_EN_Str",1,0.16077338652615,7
"set4_10_15694_758_DCIS_1_Str3","set4_10_15694_758_DCIS_1_Str",4,0.114210179328207,7
"set4_10_15696_758_IBC_1_Str3","set4_10_15696_758_IBC_1_Str",4,0.152349599346012,7
"set4_10_15698_758_NL_Str3","set4_10_15698_758_NL_Str",1,0.123974245530539,7
"set4_10_15704_758_EN_Str3","set4_10_15704_758_EN_Str",1,0.13396119262553,7
"set4_10_15710_760_UDH_Str3","set4_10_15710_760_UDH_Str",7,0.150812832633561,7
"set4_10_15714_760_IBC_Str3","set4_10_15714_760_IBC_Str",4,0.168640531212106,7
"set4_10_15716_760_EN_1_Str3","set4_10_15716_760_EN_1_Str",3,0.112867070694833,7
"set4_10_15718_760_NL_Str3","set4_10_15718_760_NL_Str",7,0.146939960641083,7
"set4_10_15734_762_DCIS_2_Str3","set4_10_15734_762_DCIS_2_Str",4,0.155945659599044,7
"set4_10_15700_758_DCIS_2_Str3","set4_10_15700_758_DCIS_2_Str",1,0.110299137467222,7
"set4_10_15702_758_IBC_2_Str3","set4_10_15702_758_IBC_2_Str",5,0.13668630417374,7
"set4_10_15706_759_DCIS_Str3","set4_10_15706_759_DCIS_Str",7,0.11014413216616,7
"set4_10_15708_759_IBC_Str3","set4_10_15708_759_IBC_Str",5,0.142967947483494,7
"set4_10_15712_760_EN_2_Str3","set4_10_15712_760_EN_2_Str",7,0.152357507547105,7
"set4_10_15720_761_IBC_Str3","set4_10_15720_761_IBC_Str",4,0.148307120743841,7
"set4_10_15722_761_DCIS_Str3","set4_10_15722_761_DCIS_Str",4,0.133530887962205,7
"set4_10_15724_761_EN_1_Str3","set4_10_15724_761_EN_1_Str",6,0.1396270458723,7
"set4_10_15726_761_ADH_Str3","set4_10_15726_761_ADH_Str",1,0.148064048745131,7
"set4_10_15730_762_IBC_Str3","set4_10_15730_762_IBC_Str",5,0.139606836868039,7
"set4_10_15732_762_DCIS_1_Str3","set4_10_15732_762_DCIS_1_Str",5,0.121045938184688,7
"set4_10_15736_763_IBC_Str3","set4_10_15736_763_IBC_Str",7,0.174231088608258,7
"set4_10_15738_763_ADH_Str3","set4_10_15738_763_ADH_Str",7,0.176758347766555,7
"set4_10_15740_763_NL_1_Str3","set4_10_15740_763_NL_1_Str",7,0.168214184103366,7
"set4_10_15742_763_EN_Str3","set4_10_15742_763_EN_Str",7,0.147017009934644,7
"set4_10_15746_764_IBC_Str3","set4_10_15746_764_IBC_Str",4,0.153367862210029,7
"set4_10_15748_764_DCIS_1_Str3","set4_10_15748_764_DCIS_1_Str",4,0.159477939320056,7
"set4_10_15750_764_LVI_Str3","set4_10_15750_764_LVI_Str",4,0.119224619134939,7
"set4_10_15752_764_DCIS_2_Str3","set4_10_15752_764_DCIS_2_Str",4,0.143682362489074,7
"set4_10_15754_764_EN_Str3","set4_10_15754_764_EN_Str",1,0.15698456949958,7
"set4_10_15756_764_NL_Str3","set4_10_15756_764_NL_Str",1,0.156159263576938,7
"set4_10_15758_765_IBC_Str3","set4_10_15758_765_IBC_Str",3,0.176720694671166,7
"set4_10_15760_765_DCIS_Str3","set4_10_15760_765_DCIS_Str",3,0.158226645611002,7
"set4_10_15762_765_EN_1_Str3","set4_10_15762_765_EN_1_Str",6,0.225186149469358,7
"set4_10_15766_765_NL_Str3","set4_10_15766_765_NL_Str",6,0.179786212737592,7
"set4_10_15768_766_NL_Str3","set4_10_15768_766_NL_Str",1,0.163055124820895,7
"set4_10_15770_766_inf_NL_Str3","set4_10_15770_766_inf_NL_Str",4,0.172856252441763,7
"set4_10_15772_766_IBC_Str3","set4_10_15772_766_IBC_Str",4,0.158591173730082,7
"set4_10_15774_766_AM_Str3","set4_10_15774_766_AM_Str",3,0.185760681817781,7
"set4_10_15776_766_EN_Str3","set4_10_15776_766_EN_Str",1,0.140738766689616,7
"set4_10_15778_767_IBC_Str3","set4_10_15778_767_IBC_Str",5,0.165184983335145,7
"set4_10_15780_767_DCIS_Str3","set4_10_15780_767_DCIS_Str",5,0.118427082482101,7
"set4_10_15782_767_AM_2_Str3","set4_10_15782_767_AM_2_Str",6,0.140165453268971,7
"set4_10_15784_767_ADH_Str3","set4_10_15784_767_ADH_Str",6,0.148319278167333,7
"set4_10_15788_767_NL_Str3","set4_10_15788_767_NL_Str",6,0.162202222086482,7
"set4_10_15790_768_IBC_Str3","set4_10_15790_768_IBC_Str",4,0.209903099275982,7
"set4_10_15792_768_NL_Str3","set4_10_15792_768_NL_Str",1,0.157691650930592,7
"set4_10_15796_768_EN_2_Str3","set4_10_15796_768_EN_2_Str",1,0.163106510131871,7
"set4_10_15798_768_EN_3_Str3","set4_10_15798_768_EN_3_Str",1,0.156831326794229,7
"set4_10_15800_769_IBC_Str3","set4_10_15800_769_IBC_Str",4,0.168901750597213,7
"set4_10_15802_769_DCIS_1_Str3","set4_10_15802_769_DCIS_1_Str",4,0.164554235584824,7
"set4_10_15806_769_EN_1_Str3","set4_10_15806_769_EN_1_Str",1,0.152654157752856,7
"set4_10_15810_769_NL_Str3","set4_10_15810_769_NL_Str",6,0.144880396678423,7
"set4_10_15812_769_EN_4_Str3","set4_10_15812_769_EN_4_Str",1,0.163110257845095,7
"set4_10_15818_769_AM_Str3","set4_10_15818_769_AM_Str",3,0.319714373943625,7
"set4_10_15786_767_AM_1_Str3","set4_10_15786_767_AM_1_Str",6,0.161286989564306,7
"set4_10_15794_768_EN_1_Str3","set4_10_15794_768_EN_1_Str",1,0.126067006867967,7
"set4_10_15804_769_DCIS_2_Str3","set4_10_15804_769_DCIS_2_Str",4,0.180103923264098,7
"set4_10_15808_769_EN_3_Str3","set4_10_15808_769_EN_3_Str",1,0.130697165852822,7
"set4_10_15816_769_EN_6_Str3","set4_10_15816_769_EN_6_Str",1,0.18032921397931,7
"set4_10_15820_770_DCIS_Str3","set4_10_15820_770_DCIS_Str",4,0.165931656710931,7
"set4_10_15822_770_IBC_Str3","set4_10_15822_770_IBC_Str",5,0.171617852997444,7
"set4_10_15824_770_EN_1_Str3","set4_10_15824_770_EN_1_Str",1,0.15345888376207,7
"set4_10_15826_770_NL_Str3","set4_10_15826_770_NL_Str",1,0.131402859945047,7
"set4_10_15830_771_EN_4_Str3","set4_10_15830_771_EN_4_Str",1,0.174415367574902,7
"set4_10_15836_771_DCIS_3_Str3","set4_10_15836_771_DCIS_3_Str",4,0.120439776069906,7
"set4_10_15832_771_NL_Str3","set4_10_15832_771_NL_Str",6,0.154497404957722,7
"set4_10_15834_771_EN_2_Str3","set4_10_15834_771_EN_2_Str",6,0.167234947104464,7
"set4_10_15840_771_DCIS_1_Str3","set4_10_15840_771_DCIS_1_Str",5,0.149577417222662,7
"set4_10_15844_771_IBC_Str3","set4_10_15844_771_IBC_Str",5,0.153260444524423,7
"set4_10_15728_761_EN_2_Str3","set4_10_15728_761_EN_2_Str",3,0.158995012251838,7
"set4_10_15744_763_NL_2_Str3","set4_10_15744_763_NL_2_Str",6,0.141839002649449,7
"set4_10_15764_765_EN_2_Str3","set4_10_15764_765_EN_2_Str",6,0.164407666931884,7
"set4_10_15814_769_EN_5_Str3","set4_10_15814_769_EN_5_Str",1,0.190220867265045,7
"set4_10_15828_771_EN_3_Str3","set4_10_15828_771_EN_3_Str",3,0.136355972880214,7
"set4_10_15838_771_EN_1_Str3","set4_10_15838_771_EN_1_Str",7,0.123810097638004,7
"set4_10_15842_771_DCIS_2_Str3","set4_10_15842_771_DCIS_2_Str",4,0.151844110608286,7
"set4_10_15846_772_IBC_Str3","set4_10_15846_772_IBC_Str",5,0.126281155368706,7
"set4_10_15848_772_DCIS_1_Str3","set4_10_15848_772_DCIS_1_Str",7,0.115436657355822,7
"set4_10_15850_772_DCIS_2_Str3","set4_10_15850_772_DCIS_2_Str",1,0.116872573357604,7
"set4_10_15852_772_EN_1_Str3","set4_10_15852_772_EN_1_Str",1,0.152359337792412,7
"set4_10_15854_772_EN_2_Str3","set4_10_15854_772_EN_2_Str",1,0.154944046645447,7
"set4_10_15856_772_EN_3_Str3","set4_10_15856_772_EN_3_Str",1,0.130007775228862,7
"set4_10_15858_772_EN_4_Str3","set4_10_15858_772_EN_4_Str",7,0.157459503713995,7
"set4_10_15860_772_NL_Str3","set4_10_15860_772_NL_Str",1,0.143179374782348,7
"set1_3_11771_354_EN_S_S2_R1_0014","set1_3_11771_354_EN_S_S2_R1_001",7,0.117479184563674,8
"set1_3_11773_354_IDC_S_S4_R1_0014","set1_3_11773_354_IDC_S_S4_R1_001",3,0.116247940617238,8
"set1_3_11775_354_RS1_S_center_S6_R1_0014","set1_3_11775_354_RS1_S_center_S6_R1_001",7,0.124179552075393,8
"set1_3_11777_354_RS1_S_peripheral_S8_R1_0014","set1_3_11777_354_RS1_S_peripheral_S8_R1_001",7,0.135268138985295,8
"set1_3_11779_354_RS2_S_center_S10_R1_0014","set1_3_11779_354_RS2_S_center_S10_R1_001",7,0.121451412898292,8
"set1_3_11781_354_RS2_S_peripheral_S12_R1_0014","set1_3_11781_354_RS2_S_peripheral_S12_R1_001",7,0.13426035212312,8
"set1_3_11783_354_NL_S_S14_R1_0014","set1_3_11783_354_NL_S_S14_R1_001",7,0.121481593609758,8
"set1_3_11785_355_RS1_S_center_S16_R1_0014","set1_3_11785_355_RS1_S_center_S16_R1_001",3,0.138450530510938,8
"set1_3_11787_355_RS1_S_peripheral_S18_R1_0014","set1_3_11787_355_RS1_S_peripheral_S18_R1_001",7,0.145474274020941,8
"set1_3_11790_355_RS2_S_center_S21_R1_0014","set1_3_11790_355_RS2_S_center_S21_R1_001",7,0.118380520990029,8
"set1_3_11792_355_RS2_S_peripheral_S23_R1_0014","set1_3_11792_355_RS2_S_peripheral_S23_R1_001",7,0.12370601755512,8
"set1_3_11795_355_NL_S_S26_R1_0014","set1_3_11795_355_NL_S_S26_R1_001",5,0.14827791617153,8
"set1_3_11797_355_RS3_S_center_S28_R1_0014","set1_3_11797_355_RS3_S_center_S28_R1_001",7,0.128686775773037,8
"set1_3_11799_355_RS3_S_peripheral_S30_R1_0014","set1_3_11799_355_RS3_S_peripheral_S30_R1_001",7,0.129117458354905,8
"set1_3_11803_356_RS1_S_center_S33_R1_0014","set1_3_11803_356_RS1_S_center_S33_R1_001",7,0.114487663336101,8
"set1_3_11805_356_RS1_S_peripheral_S35_R1_0014","set1_3_11805_356_RS1_S_peripheral_S35_R1_001",7,0.141849376854731,8
"set1_3_11807_357_NL_S_S41_R1_0014","set1_3_11807_357_NL_S_S41_R1_001",7,0.121841051456881,8
"set1_3_11809_357_RS1_S_center_S33_R1_0014","set1_3_11809_357_RS1_S_center_S33_R1_001",7,0.132612357903446,8
"set1_3_11811_357_RS1_S_peripheral_S42_R1_0014","set1_3_11811_357_RS1_S_peripheral_S42_R1_001",7,0.123846958360809,8
"set1_3_11814_358_NL_S_S37_R1_0014","set1_3_11814_358_NL_S_S37_R1_001",7,0.150738883528527,8
"set1_3_11816_358_EN_S_S39_R1_0014","set1_3_11816_358_EN_S_S39_R1_001",7,0.120445935326279,8
"set1_3_11818_358_RS1_S_center_S41_R1_0014","set1_3_11818_358_RS1_S_center_S41_R1_001",7,0.118553374111582,8
"set1_3_11820_358_RS1_S_peripheral_S43_R1_0014","set1_3_11820_358_RS1_S_peripheral_S43_R1_001",7,0.126328280348158,8
"set1_3_11822_358_IBC_S_S45_R1_0014","set1_3_11822_358_IBC_S_S45_R1_001",4,0.116304876499719,8
"set1_3_11824_358_RS2_S_center_S47_R1_0014","set1_3_11824_358_RS2_S_center_S47_R1_001",7,0.127044309143348,8
