"","Sample","Cluster","Max_Coefficient","Rank"
"set4_10_15055_690_i_DCIS_Str1","set4_10_15055_690_i_DCIS_Str",4,0.227583608892249,5
"set4_10_15057_691_IBC_Str1","set4_10_15057_691_IBC_Str",2,0.265429727489123,5
"set4_10_15059_691_EN_1_Str1","set4_10_15059_691_EN_1_Str",5,0.150476262225725,5
"set4_10_15061_691_DCIS_Str1","set4_10_15061_691_DCIS_Str",1,0.170080602070219,5
"set4_10_15065_692_IBC_Str1","set4_10_15065_692_IBC_Str",2,0.228700154556273,5
"set4_10_15067_692_DCIS_Str1","set4_10_15067_692_DCIS_Str",4,0.208905637756017,5
"set4_10_15069_692_NL_Str1","set4_10_15069_692_NL_Str",4,0.181791190460691,5
"set4_10_15586_744_IBC_Str1","set4_10_15586_744_IBC_Str",2,0.257230794681502,5
"set4_10_15588_744_inF.NL_Str1","set4_10_15588_744_inF.NL_Str",4,0.204372216083661,5
"set4_10_15590_744_DCIS_Str1","set4_10_15590_744_DCIS_Str",2,0.184699178703893,5
"set4_10_15592_745_CCC_Str1","set4_10_15592_745_CCC_Str",5,0.174668986615208,5
"set4_10_15594_745_BBD_Str1","set4_10_15594_745_BBD_Str",5,0.201217792352279,5
"set4_10_15596_745_IP_Str1","set4_10_15596_745_IP_Str",4,0.146008235138685,5
"set4_10_15599_746_DCIS_Str1","set4_10_15599_746_DCIS_Str",4,0.210816615385889,5
"set4_10_15601_746_NL_Str1","set4_10_15601_746_NL_Str",4,0.16727984926827,5
"set4_10_15603_747_IBC_Str1","set4_10_15603_747_IBC_Str",2,0.26454177284634,5
"set4_10_15605_747_NL_Str1","set4_10_15605_747_NL_Str",5,0.175538032037233,5
"set4_10_15607_747_ADH_Str1","set4_10_15607_747_ADH_Str",5,0.204125403427091,5
"set4_10_15609_747_AM_Str1","set4_10_15609_747_AM_Str",5,0.157610361920948,5
"set4_10_15611_748_AM_Str1","set4_10_15611_748_AM_Str",5,0.190362217118122,5
"set4_10_15613_748_DCIS_Str1","set4_10_15613_748_DCIS_Str",4,0.16376646810115,5
"set4_10_15615_748_IBC_Str1","set4_10_15615_748_IBC_Str",2,0.224264154863514,5
"set4_10_15619_749_IBC_Str1","set4_10_15619_749_IBC_Str",2,0.248701023263361,5
"set4_10_15620_749_DCIS_Str1","set4_10_15620_749_DCIS_Str",2,0.201091991988151,5
"set4_10_15621_749_LVI_Str1","set4_10_15621_749_LVI_Str",2,0.196867311994124,5
"set4_10_15623_750_NL_Str1","set4_10_15623_750_NL_Str",5,0.191413342370295,5
"set4_10_15625_750_IBC_Str1","set4_10_15625_750_IBC_Str",2,0.266909454462218,5
"set4_10_15627_750_DCIS_Str1","set4_10_15627_750_DCIS_Str",2,0.222666977288393,5
"set4_10_15629_751_NL_Str1","set4_10_15629_751_NL_Str",5,0.212366202235534,5
"set4_10_15631_751_IBC_Str1","set4_10_15631_751_IBC_Str",2,0.249178755479216,5
"set4_10_15633_751_ADH_Str1","set4_10_15633_751_ADH_Str",5,0.186334481099452,5
"set4_10_15635_751_CCC_Str1","set4_10_15635_751_CCC_Str",5,0.212477039942294,5
"set4_10_15637_752_IBC_Str1","set4_10_15637_752_IBC_Str",2,0.216905921417015,5
"set4_10_15641_752_DCIS_Str1","set4_10_15641_752_DCIS_Str",5,0.179300480393657,5
"set4_10_15642_752_NL_Str1","set4_10_15642_752_NL_Str",1,0.213664228775647,5
"set4_10_15643_752_BBD_Str1","set4_10_15643_752_BBD_Str",1,0.183882102798658,5
"set4_10_15645_753_DCIS_Str1","set4_10_15645_753_DCIS_Str",2,0.210174769477016,5
"set4_10_15648_753_NL_Str1","set4_10_15648_753_NL_Str",5,0.212841725490703,5
"set4_10_15650_754_IBC_Str1","set4_10_15650_754_IBC_Str",2,0.265879558495294,5
"set4_10_15652_754_ADH_Str1","set4_10_15652_754_ADH_Str",2,0.189143821564638,5
"set4_10_15654_754_EN_1_Str1","set4_10_15654_754_EN_1_Str",2,0.15892000039739,5
"set4_10_15656_754_DCIS_Str1","set4_10_15656_754_DCIS_Str",2,0.220517844505009,5
"set4_10_15658_754_EN_2_Str1","set4_10_15658_754_EN_2_Str",2,0.178585177673651,5
"set4_10_15660_755_EN_Str1","set4_10_15660_755_EN_Str",1,0.207736372199286,5
"set4_10_15662_755_DCIS_inf_1_Str1","set4_10_15662_755_DCIS_inf_1_Str",4,0.218941699589984,5
"set4_10_15664_755_IBC_Str1","set4_10_15664_755_IBC_Str",4,0.215169380442894,5
"set4_10_15666_755_DCIS_inf_2_Str1","set4_10_15666_755_DCIS_inf_2_Str",4,0.207499133478218,5
"set4_10_15668_755_NL_Str1","set4_10_15668_755_NL_Str",5,0.164926696080748,5
"set4_10_15670_756_NL_Str1","set4_10_15670_756_NL_Str",4,0.14944771529605,5
"set4_10_15672_756_EN_1_Str1","set4_10_15672_756_EN_1_Str",5,0.18840669172515,5
"set4_10_15674_756_IBC_Str1","set4_10_15674_756_IBC_Str",4,0.195898151458581,5
"set4_10_15676_756_UDH_1_Str1","set4_10_15676_756_UDH_1_Str",2,0.136982187271274,5
"set4_10_15678_756_EN_2_Str1","set4_10_15678_756_EN_2_Str",1,0.177109623525005,5
"set4_10_15680_756_UDH_2_Str1","set4_10_15680_756_UDH_2_Str",1,0.233667811381217,5
"set4_10_15682_757_DCIS_Str1","set4_10_15682_757_DCIS_Str",2,0.176550831457143,5
"set4_10_15684_757_IBC_Str1","set4_10_15684_757_IBC_Str",2,0.208204970518008,5
"set4_10_15686_757_NL_Str1","set4_10_15686_757_NL_Str",5,0.170241693567399,5
"set4_10_15688_757_UDH_Str1","set4_10_15688_757_UDH_Str",5,0.174651650517988,5
"set4_10_15690_757_CCC_Str1","set4_10_15690_757_CCC_Str",1,0.176592544376312,5
"set4_10_15692_757_EN_Str1","set4_10_15692_757_EN_Str",1,0.210041339604091,5
"set4_10_15694_758_DCIS_1_Str1","set4_10_15694_758_DCIS_1_Str",2,0.16477554566567,5
"set4_10_15696_758_IBC_1_Str1","set4_10_15696_758_IBC_1_Str",4,0.183340862025366,5
"set4_10_15698_758_NL_Str1","set4_10_15698_758_NL_Str",4,0.150391982389013,5
"set4_10_15704_758_EN_Str1","set4_10_15704_758_EN_Str",5,0.157182256528184,5
"set4_10_15710_760_UDH_Str1","set4_10_15710_760_UDH_Str",1,0.169332829329492,5
"set4_10_15714_760_IBC_Str1","set4_10_15714_760_IBC_Str",4,0.191654713559629,5
"set4_10_15716_760_EN_1_Str1","set4_10_15716_760_EN_1_Str",1,0.170123436739469,5
"set4_10_15718_760_NL_Str1","set4_10_15718_760_NL_Str",1,0.209939211312477,5
"set4_10_15734_762_DCIS_2_Str1","set4_10_15734_762_DCIS_2_Str",4,0.193096022688989,5
"set4_10_15700_758_DCIS_2_Str1","set4_10_15700_758_DCIS_2_Str",4,0.148179999878935,5
"set4_10_15702_758_IBC_2_Str1","set4_10_15702_758_IBC_2_Str",2,0.206371500784974,5
"set4_10_15706_759_DCIS_Str1","set4_10_15706_759_DCIS_Str",2,0.166865586735706,5
"set4_10_15708_759_IBC_Str1","set4_10_15708_759_IBC_Str",2,0.207924016206876,5
"set4_10_15712_760_EN_2_Str1","set4_10_15712_760_EN_2_Str",1,0.185687016102029,5
"set4_10_15720_761_IBC_Str1","set4_10_15720_761_IBC_Str",2,0.188666601970411,5
"set4_10_15722_761_DCIS_Str1","set4_10_15722_761_DCIS_Str",2,0.18074584390183,5
"set4_10_15724_761_EN_1_Str1","set4_10_15724_761_EN_1_Str",5,0.174027913321863,5
"set4_10_15726_761_ADH_Str1","set4_10_15726_761_ADH_Str",1,0.165454597284273,5
"set4_10_15730_762_IBC_Str1","set4_10_15730_762_IBC_Str",2,0.227921536301083,5
"set4_10_15732_762_DCIS_1_Str1","set4_10_15732_762_DCIS_1_Str",2,0.206974989822004,5
"set4_10_15736_763_IBC_Str1","set4_10_15736_763_IBC_Str",4,0.176767503933889,5
"set4_10_15738_763_ADH_Str1","set4_10_15738_763_ADH_Str",1,0.208868469629974,5
"set4_10_15740_763_NL_1_Str1","set4_10_15740_763_NL_1_Str",1,0.237246386966929,5
"set4_10_15742_763_EN_Str1","set4_10_15742_763_EN_Str",1,0.168762539406929,5
"set4_10_15746_764_IBC_Str1","set4_10_15746_764_IBC_Str",2,0.184729345772038,5
"set4_10_15748_764_DCIS_1_Str1","set4_10_15748_764_DCIS_1_Str",2,0.186229695078414,5
"set4_10_15750_764_LVI_Str1","set4_10_15750_764_LVI_Str",2,0.168115070027624,5
"set4_10_15752_764_DCIS_2_Str1","set4_10_15752_764_DCIS_2_Str",2,0.188629131367051,5
"set4_10_15754_764_EN_Str1","set4_10_15754_764_EN_Str",5,0.176461420358718,5
"set4_10_15756_764_NL_Str1","set4_10_15756_764_NL_Str",1,0.163001278871627,5
"set4_10_15758_765_IBC_Str1","set4_10_15758_765_IBC_Str",2,0.202392731325305,5
"set4_10_15760_765_DCIS_Str1","set4_10_15760_765_DCIS_Str",1,0.137966983607357,5
"set4_10_15762_765_EN_1_Str1","set4_10_15762_765_EN_1_Str",5,0.165025991951579,5
"set4_10_15766_765_NL_Str1","set4_10_15766_765_NL_Str",5,0.173078103156909,5
"set4_10_15768_766_NL_Str1","set4_10_15768_766_NL_Str",5,0.158238898039656,5
"set4_10_15770_766_inf_NL_Str1","set4_10_15770_766_inf_NL_Str",4,0.226892360468116,5
"set4_10_15772_766_IBC_Str1","set4_10_15772_766_IBC_Str",2,0.217342040333117,5
"set4_10_15774_766_AM_Str1","set4_10_15774_766_AM_Str",1,0.212138951812302,5
"set4_10_15776_766_EN_Str1","set4_10_15776_766_EN_Str",5,0.161942571345761,5
"set4_10_15778_767_IBC_Str1","set4_10_15778_767_IBC_Str",2,0.231148821224178,5
"set4_10_15780_767_DCIS_Str1","set4_10_15780_767_DCIS_Str",2,0.188836392471208,5
"set4_10_15782_767_AM_2_Str1","set4_10_15782_767_AM_2_Str",5,0.186924031780331,5
"set4_10_15784_767_ADH_Str1","set4_10_15784_767_ADH_Str",5,0.200051628296394,5
"set4_10_15788_767_NL_Str1","set4_10_15788_767_NL_Str",5,0.192193816380106,5
"set4_10_15790_768_IBC_Str1","set4_10_15790_768_IBC_Str",4,0.211204446241867,5
"set4_10_15792_768_NL_Str1","set4_10_15792_768_NL_Str",5,0.171438554948824,5
"set4_10_15796_768_EN_2_Str1","set4_10_15796_768_EN_2_Str",5,0.211757577026597,5
"set4_10_15798_768_EN_3_Str1","set4_10_15798_768_EN_3_Str",1,0.173585701268858,5
"set4_10_15800_769_IBC_Str1","set4_10_15800_769_IBC_Str",2,0.236398821171218,5
"set4_10_15802_769_DCIS_1_Str1","set4_10_15802_769_DCIS_1_Str",4,0.198896309581269,5
"set4_10_15806_769_EN_1_Str1","set4_10_15806_769_EN_1_Str",5,0.163325273765077,5
"set4_10_15810_769_NL_Str1","set4_10_15810_769_NL_Str",5,0.164468914683937,5
"set4_10_15812_769_EN_4_Str1","set4_10_15812_769_EN_4_Str",5,0.179355967004787,5
"set4_10_15818_769_AM_Str1","set4_10_15818_769_AM_Str",1,0.284911435162254,5
"set4_10_15786_767_AM_1_Str1","set4_10_15786_767_AM_1_Str",5,0.17504855769036,5
"set4_10_15794_768_EN_1_Str1","set4_10_15794_768_EN_1_Str",5,0.169410932119909,5
"set4_10_15804_769_DCIS_2_Str1","set4_10_15804_769_DCIS_2_Str",4,0.21464266374629,5
"set4_10_15808_769_EN_3_Str1","set4_10_15808_769_EN_3_Str",1,0.178617633721442,5
"set4_10_15816_769_EN_6_Str1","set4_10_15816_769_EN_6_Str",1,0.200788332717794,5
"set4_10_15820_770_DCIS_Str1","set4_10_15820_770_DCIS_Str",4,0.191850614735296,5
"set4_10_15822_770_IBC_Str1","set4_10_15822_770_IBC_Str",2,0.263305980322883,5
"set4_10_15824_770_EN_1_Str1","set4_10_15824_770_EN_1_Str",5,0.198562950773696,5
"set4_10_15826_770_NL_Str1","set4_10_15826_770_NL_Str",5,0.171772086117845,5
"set4_10_15830_771_EN_4_Str1","set4_10_15830_771_EN_4_Str",5,0.21787970026714,5
"set4_10_15836_771_DCIS_3_Str1","set4_10_15836_771_DCIS_3_Str",4,0.164207602887529,5
"set4_10_15832_771_NL_Str1","set4_10_15832_771_NL_Str",5,0.190769831318229,5
"set4_10_15834_771_EN_2_Str1","set4_10_15834_771_EN_2_Str",5,0.163647356687752,5
"set4_10_15840_771_DCIS_1_Str1","set4_10_15840_771_DCIS_1_Str",2,0.233814697106885,5
"set4_10_15844_771_IBC_Str1","set4_10_15844_771_IBC_Str",2,0.242878666673738,5
"set4_10_15728_761_EN_2_Str1","set4_10_15728_761_EN_2_Str",1,0.240903845199134,5
"set4_10_15744_763_NL_2_Str1","set4_10_15744_763_NL_2_Str",4,0.154382218614143,5
"set4_10_15764_765_EN_2_Str1","set4_10_15764_765_EN_2_Str",2,0.170682693003171,5
"set4_10_15814_769_EN_5_Str1","set4_10_15814_769_EN_5_Str",5,0.190421367169125,5
"set4_10_15828_771_EN_3_Str1","set4_10_15828_771_EN_3_Str",1,0.210110650233724,5
"set4_10_15838_771_EN_1_Str1","set4_10_15838_771_EN_1_Str",1,0.168595912469568,5
"set4_10_15842_771_DCIS_2_Str1","set4_10_15842_771_DCIS_2_Str",2,0.194322935240684,5
"set4_10_15846_772_IBC_Str1","set4_10_15846_772_IBC_Str",2,0.210575651975051,5
"set4_10_15848_772_DCIS_1_Str1","set4_10_15848_772_DCIS_1_Str",2,0.168485088594684,5
"set4_10_15850_772_DCIS_2_Str1","set4_10_15850_772_DCIS_2_Str",2,0.157842894720297,5
"set4_10_15852_772_EN_1_Str1","set4_10_15852_772_EN_1_Str",5,0.155466182781174,5
"set4_10_15854_772_EN_2_Str1","set4_10_15854_772_EN_2_Str",1,0.164933811986135,5
"set4_10_15856_772_EN_3_Str1","set4_10_15856_772_EN_3_Str",1,0.163340975774456,5
"set4_10_15858_772_EN_4_Str1","set4_10_15858_772_EN_4_Str",1,0.214997724739388,5
"set4_10_15860_772_NL_Str1","set4_10_15860_772_NL_Str",5,0.172628295780387,5
"set1_3_11771_354_EN_S_S2_R1_0012","set1_3_11771_354_EN_S_S2_R1_001",6,0.152401741782379,6
"set1_3_11773_354_IDC_S_S4_R1_0012","set1_3_11773_354_IDC_S_S4_R1_001",1,0.16886250161895,6
"set1_3_11775_354_RS1_S_center_S6_R1_0012","set1_3_11775_354_RS1_S_center_S6_R1_001",1,0.131041534171683,6
"set1_3_11777_354_RS1_S_peripheral_S8_R1_0012","set1_3_11777_354_RS1_S_peripheral_S8_R1_001",6,0.135259915704798,6
"set1_3_11779_354_RS2_S_center_S10_R1_0012","set1_3_11779_354_RS2_S_center_S10_R1_001",4,0.127744332014596,6
"set1_3_11781_354_RS2_S_peripheral_S12_R1_0012","set1_3_11781_354_RS2_S_peripheral_S12_R1_001",2,0.136929316110962,6
"set1_3_11783_354_NL_S_S14_R1_0012","set1_3_11783_354_NL_S_S14_R1_001",6,0.131156689402527,6
"set1_3_11785_355_RS1_S_center_S16_R1_0012","set1_3_11785_355_RS1_S_center_S16_R1_001",1,0.167958443103096,6
"set1_3_11787_355_RS1_S_peripheral_S18_R1_0012","set1_3_11787_355_RS1_S_peripheral_S18_R1_001",2,0.153185960123785,6
"set1_3_11790_355_RS2_S_center_S21_R1_0012","set1_3_11790_355_RS2_S_center_S21_R1_001",4,0.163600489009115,6
"set1_3_11792_355_RS2_S_peripheral_S23_R1_0012","set1_3_11792_355_RS2_S_peripheral_S23_R1_001",2,0.152959960896766,6
"set1_3_11795_355_NL_S_S26_R1_0012","set1_3_11795_355_NL_S_S26_R1_001",6,0.168189948808859,6
"set1_3_11797_355_RS3_S_center_S28_R1_0012","set1_3_11797_355_RS3_S_center_S28_R1_001",4,0.134161111073439,6
"set1_3_11799_355_RS3_S_peripheral_S30_R1_0012","set1_3_11799_355_RS3_S_peripheral_S30_R1_001",2,0.142410932373709,6
"set1_3_11803_356_RS1_S_center_S33_R1_0012","set1_3_11803_356_RS1_S_center_S33_R1_001",1,0.141228403924973,6
"set1_3_11805_356_RS1_S_peripheral_S35_R1_0012","set1_3_11805_356_RS1_S_peripheral_S35_R1_001",2,0.133622495565785,6
"set1_3_11807_357_NL_S_S41_R1_0012","set1_3_11807_357_NL_S_S41_R1_001",2,0.131137284812456,6
"set1_3_11809_357_RS1_S_center_S33_R1_0012","set1_3_11809_357_RS1_S_center_S33_R1_001",2,0.128063080204216,6
"set1_3_11811_357_RS1_S_peripheral_S42_R1_0012","set1_3_11811_357_RS1_S_peripheral_S42_R1_001",2,0.113755535414503,6
"set1_3_11814_358_NL_S_S37_R1_0012","set1_3_11814_358_NL_S_S37_R1_001",2,0.143999813605932,6
"set1_3_11816_358_EN_S_S39_R1_0012","set1_3_11816_358_EN_S_S39_R1_001",2,0.144011946478044,6
"set1_3_11818_358_RS1_S_center_S41_R1_0012","set1_3_11818_358_RS1_S_center_S41_R1_001",1,0.13577764440524,6
"set1_3_11820_358_RS1_S_peripheral_S43_R1_0012","set1_3_11820_358_RS1_S_peripheral_S43_R1_001",2,0.131483824504018,6
"set1_3_11822_358_IBC_S_S45_R1_0012","set1_3_11822_358_IBC_S_S45_R1_001",4,0.178046637550665,6
"set1_3_11824_358_RS2_S_center_S47_R1_0012","set1_3_11824_358_RS2_S_center_S47_R1_001",1,0.158133531999091,6
"set1_3_11826_358_RS2_S_peripheral_S49_R1_0012","set1_3_11826_358_RS2_S_peripheral_S49_R1_001",2,0.144230159849751,6
"set1_3_11828_359_RS1_S_center_S51_R1_0012","set1_3_11828_359_RS1_S_center_S51_R1_001",5,0.134003634002304,6
"set1_3_11830_359_RS1_S_peripheral_S53_R1_0012","set1_3_11830_359_RS1_S_peripheral_S53_R1_001",5,0.165518692888183,6
"set1_3_11834_359_RS2_S_center_S56_R1_0012","set1_3_11834_359_RS2_S_center_S56_R1_001",1,0.149880326278826,6
"set1_3_11836_359_RS2_S_peripheral_S58_R1_0012","set1_3_11836_359_RS2_S_peripheral_S58_R1_001",6,0.129089154719646,6
"set1_3_11839_360_RS1_S_center_S43_R1_0012","set1_3_11839_360_RS1_S_center_S43_R1_001",2,0.114018261658837,6
"set1_3_11841_360_RS1_S_peripheral_S36_R1_0012","set1_3_11841_360_RS1_S_peripheral_S36_R1_001",2,0.115957595815256,6
"set1_3_11843_360_NL_S_S53_R1_0012","set1_3_11843_360_NL_S_S53_R1_001",5,0.121333283112119,6
"set1_3_11845_361_RS1_S_center_S31_R1_0012","set1_3_11845_361_RS1_S_center_S31_R1_001",2,0.112234018502928,6
"set1_3_11847_361_RS1_S_peripheral_S35_R1_0012","set1_3_11847_361_RS1_S_peripheral_S35_R1_001",2,0.112663817745148,6
"set1_3_11849_361_RS2_S_center_S20_R1_0012","set1_3_11849_361_RS2_S_center_S20_R1_001",1,0.107611259773022,6
"set1_3_11851_361_RS2_S_peripheral_S45_R1_0012","set1_3_11851_361_RS2_S_peripheral_S45_R1_001",2,0.0962982738575842,6
"set1_3_11853_361_RS4_S_center_S29_R1_0012","set1_3_11853_361_RS4_S_center_S29_R1_001",4,0.145592428644699,6
"set1_3_11855_361_RS4_S_peripheral_S25_R1_0012","set1_3_11855_361_RS4_S_peripheral_S25_R1_001",6,0.109209948180421,6
"set1_3_11857_361_RS3_S_center_S26_R1_0012","set1_3_11857_361_RS3_S_center_S26_R1_001",4,0.109889174199228,6
"set1_3_11859_361_RS3_S_peripheral_S54_R1_0012","set1_3_11859_361_RS3_S_peripheral_S54_R1_001",2,0.107464495606345,6
"set1_3_11863_362_RS1_S_center_S28_R1_0012","set1_3_11863_362_RS1_S_center_S28_R1_001",2,0.114470517413657,6
"set1_3_11865_362_RS1_S_peripheral_S40_R1_0012","set1_3_11865_362_RS1_S_peripheral_S40_R1_001",2,0.130427520412423,6
"set1_3_11868_363_RS1_S_center_S27_R1_0012","set1_3_11868_363_RS1_S_center_S27_R1_001",1,0.122973642227549,6
"set1_3_11870_363_RS1_S_peripheral_S46_R1_0012","set1_3_11870_363_RS1_S_peripheral_S46_R1_001",2,0.12011398547855,6
"set1_3_11872_363_NL_S_S57_R1_0012","set1_3_11872_363_NL_S_S57_R1_001",2,0.102725337753694,6
"set1_3_11875_364_RS1_S_center_S52_R1_0012","set1_3_11875_364_RS1_S_center_S52_R1_001",2,0.102096886149143,6
"set1_3_11877_364_RS1_S_peripheral_S56_R1_0012","set1_3_11877_364_RS1_S_peripheral_S56_R1_001",5,0.115506686665504,6
"set1_3_11881_364_RS2_S_center_S37_R1_0012","set1_3_11881_364_RS2_S_center_S37_R1_001",1,0.133087985378201,6
"set1_3_13814_552_IBC_Str_12","set1_3_13814_552_IBC_Str_1",1,0.153720023165159,6
"set1_3_13829_551_DCIS_Str2","set1_3_13829_551_DCIS_Str",2,0.182947390017773,6
"set1_3_13831_550_ADH_Str_12","set1_3_13831_550_ADH_Str_1",5,0.174791774204503,6
"set1_3_13837_550_DCIS_Str_12","set1_3_13837_550_DCIS_Str_1",2,0.171546955250789,6
"set1_3_13841_549_DCIS_Str2","set1_3_13841_549_DCIS_Str",1,0.164200062065382,6
"set1_3_13843_549_IBC_Str2","set1_3_13843_549_IBC_Str",2,0.132337543169476,6
"set1_3_13845_549_IN_Str2","set1_3_13845_549_IN_Str",3,0.135977679909538,6
"set1_3_13849_550_DCIS_Str_22","set1_3_13849_550_DCIS_Str_2",2,0.161345032849159,6
"set1_3_13855_549_NL_Str2","set1_3_13855_549_NL_Str",2,0.145991969292618,6
"set1_3_13859_548_DCIS_Str2","set1_3_13859_548_DCIS_Str",2,0.163713522469206,6
"set1_3_13861_548_IBC_Str2","set1_3_13861_548_IBC_Str",2,0.166167979469104,6
"set1_3_13863_547_NL_Str2","set1_3_13863_547_NL_Str",2,0.146470052241813,6
"set1_3_13865_547_CCC_Str_12","set1_3_13865_547_CCC_Str_1",2,0.177916427783935,6
"set1_3_13867_547_CCH_Str_12","set1_3_13867_547_CCH_Str_1",2,0.171769170255876,6
"set1_3_13869_547_IBC_Str_12","set1_3_13869_547_IBC_Str_1",1,0.181517693428788,6
"set1_3_13871_547_DCIS_Str2","set1_3_13871_547_DCIS_Str",1,0.172472300381525,6
"set1_3_13873_547_CCC_Str_22","set1_3_13873_547_CCC_Str_2",2,0.16638918803839,6
"set1_3_13877_547_CCC_Str_32","set1_3_13877_547_CCC_Str_3",2,0.14932143534795,6
"set1_3_13879_547_IBC_Str_22","set1_3_13879_547_IBC_Str_2",1,0.17293335837168,6
"set1_3_13881_547_NL_Str2","set1_3_13881_547_NL_Str",2,0.159151435441169,6
"set1_3_13883_546_NL_Str2","set1_3_13883_546_NL_Str",2,0.156173140584746,6
"set1_3_13885_546_ALH_Str2","set1_3_13885_546_ALH_Str",2,0.185932806910717,6
"set1_3_13887_546_IBC_Str2","set1_3_13887_546_IBC_Str",3,0.16667710255194,6
"set1_3_13889_546_LIN_Str2","set1_3_13889_546_LIN_Str",2,0.156973330944924,6
"set1_3_13891_546_CCH_Str2","set1_3_13891_546_CCH_Str",2,0.183896037500607,6
"set1_3_13893_546_HIN_Str2","set1_3_13893_546_HIN_Str",3,0.201894657752415,6
"set1_3_13895_546_MIN_Str2","set1_3_13895_546_MIN_Str",3,0.19183922789816,6
"set1_3_13897_545_CCC_Str_12","set1_3_13897_545_CCC_Str_1",2,0.188889460253446,6
"set1_3_13899_545_ADH_Str2","set1_3_13899_545_ADH_Str",2,0.17203720531403,6
"set1_3_13901_545_UDH_Str_12","set1_3_13901_545_UDH_Str_1",2,0.16417832221735,6
"set1_3_13903_545_AM_Str_12","set1_3_13903_545_AM_Str_1",2,0.190786599296075,6
"set1_3_13905_545_IBC_Str2","set1_3_13905_545_IBC_Str",2,0.187297280611759,6
"set1_3_13907_545_DCIS_Str_12","set1_3_13907_545_DCIS_Str_1",2,0.185055856589867,6
"set1_3_13909_545_CCC_Str_22","set1_3_13909_545_CCC_Str_2",2,0.175105806513726,6
"set1_3_13917_545_DCIS_Str_22","set1_3_13917_545_DCIS_Str_2",5,0.176715877784884,6
"set1_3_13925_544_DCIS_Str_12","set1_3_13925_544_DCIS_Str_1",2,0.158454820172612,6
"set1_3_13927_544_DCIS_Str_22","set1_3_13927_544_DCIS_Str_2",2,0.178485153586264,6
"set1_3_13929_544_IBC_Str2","set1_3_13929_544_IBC_Str",3,0.146251882675453,6
"set1_3_13931_544_DCIS_Str_32","set1_3_13931_544_DCIS_Str_3",2,0.160263763997201,6
"set1_3_13939_568_NL_Str2","set1_3_13939_568_NL_Str",2,0.142489210867121,6
"set1_3_13941_568_IBC_Str2","set1_3_13941_568_IBC_Str",2,0.150434907311956,6
"set1_3_13943_568_DCIS_Str2","set1_3_13943_568_DCIS_Str",2,0.12808289691077,6
"set1_3_13947_570_CCC_Str_12","set1_3_13947_570_CCC_Str_1",2,0.16595146378994,6
"set1_3_13949_570_IBC_Str2","set1_3_13949_570_IBC_Str",2,0.170011013030153,6
"set1_3_13951_570_DCIS_Str2","set1_3_13951_570_DCIS_Str",2,0.178886358526985,6
"set1_3_13953_570_ADH_Str_12","set1_3_13953_570_ADH_Str_1",2,0.146370603093053,6
"set1_3_13955_570_NL_Str2","set1_3_13955_570_NL_Str",2,0.155395419932027,6
"set1_3_13957_570_CCC_Str_22","set1_3_13957_570_CCC_Str_2",2,0.160550773546524,6
"set1_3_13959_570_CCH_Str2","set1_3_13959_570_CCH_Str",2,0.148498370389498,6
"set1_3_13961_570_ADH_Str_22","set1_3_13961_570_ADH_Str_2",2,0.153414718204183,6
"set1_3_13963_569_IBC_Str2","set1_3_13963_569_IBC_Str",1,0.143269053958232,6
"set1_3_13965_567_EN_Str2","set1_3_13965_567_EN_Str",2,0.197496376281215,6
"set1_3_13969_567_DCIS_Str2","set1_3_13969_567_DCIS_Str",3,0.17245296920358,6
"set1_3_13971_567_IBC_Str2","set1_3_13971_567_IBC_Str",2,0.150785386651609,6
"set1_3_13977_565_EN_Str2","set1_3_13977_565_EN_Str",6,0.156839536415029,6
"set1_3_13983_561_DCIS_Str2","set1_3_13983_561_DCIS_Str",2,0.150882407449983,6
"set1_3_13985_561_IBC_Str2","set1_3_13985_561_IBC_Str",1,0.200204416720664,6
"set1_3_13988_562_DCIS_Str_12","set1_3_13988_562_DCIS_Str_1",2,0.163954534345232,6
"set1_3_13992_562_DCIS_Str_22","set1_3_13992_562_DCIS_Str_2",2,0.140600424453269,6
"set1_3_13994_562_NL_Str_22","set1_3_13994_562_NL_Str_2",2,0.150761486327943,6
"set1_3_13996_563_NL_Str2","set1_3_13996_563_NL_Str",2,0.163941942872337,6
"set1_3_13998_563_IBC_Str2","set1_3_13998_563_IBC_Str",2,0.158722639368524,6
"set1_3_14002_553_DCIS_Str2","set1_3_14002_553_DCIS_Str",2,0.152561580765817,6
"set1_3_14004_553_IBC_Str2","set1_3_14004_553_IBC_Str",1,0.169306224208847,6
"set1_3_14008_553_EN_Str2","set1_3_14008_553_EN_Str",2,0.173152240319421,6
"set1_3_14013_560_CCC_Str2","set1_3_14013_560_CCC_Str",2,0.177309747138822,6
"set1_3_14015_560_AM_Str2","set1_3_14015_560_AM_Str",2,0.186814154949753,6
"set1_3_14017_560_NL_Str_12","set1_3_14017_560_NL_Str_1",2,0.181476866750879,6
"set1_3_14019_560_NL_Str_22","set1_3_14019_560_NL_Str_2",2,0.176501295446601,6
"set1_3_14021_560_IBC_Str_12","set1_3_14021_560_IBC_Str_1",2,0.158141072260756,6
"set1_3_14023_560_SA_Str2","set1_3_14023_560_SA_Str",2,0.158825766466808,6
"set1_3_14026_560_IBC_Str_22","set1_3_14026_560_IBC_Str_2",2,0.13329511721027,6
"set1_3_14035_572_IBC_Str2","set1_3_14035_572_IBC_Str",3,0.188081319699623,6
