"","Sample","Cluster","Max_Coefficient","Rank"
"set1_3_13961_570_ADH_Str_2","set1_3_13961_570_ADH_Str_2",4,0.157161700958311,4
"set1_3_13963_569_IBC_Str","set1_3_13963_569_IBC_Str",2,0.184301124363587,4
"set1_3_13965_567_EN_Str","set1_3_13965_567_EN_Str",4,0.187655154370257,4
"set1_3_13969_567_DCIS_Str","set1_3_13969_567_DCIS_Str",1,0.21829243582671,4
"set1_3_13971_567_IBC_Str","set1_3_13971_567_IBC_Str",2,0.169138013003697,4
"set1_3_13977_565_EN_Str","set1_3_13977_565_EN_Str",4,0.247646056980911,4
"set1_3_13983_561_DCIS_Str","set1_3_13983_561_DCIS_Str",2,0.159681819298701,4
"set1_3_13985_561_IBC_Str","set1_3_13985_561_IBC_Str",2,0.248244554884503,4
"set1_3_13988_562_DCIS_Str_1","set1_3_13988_562_DCIS_Str_1",1,0.161125792408307,4
"set1_3_13992_562_DCIS_Str_2","set1_3_13992_562_DCIS_Str_2",1,0.15492726024711,4
"set1_3_13994_562_NL_Str_2","set1_3_13994_562_NL_Str_2",4,0.22214124321392,4
"set1_3_13996_563_NL_Str","set1_3_13996_563_NL_Str",1,0.189285095415355,4
"set1_3_13998_563_IBC_Str","set1_3_13998_563_IBC_Str",1,0.196289370628021,4
"set1_3_14002_553_DCIS_Str","set1_3_14002_553_DCIS_Str",2,0.178714177646384,4
"set1_3_14004_553_IBC_Str","set1_3_14004_553_IBC_Str",2,0.23703850317728,4
"set1_3_14008_553_EN_Str","set1_3_14008_553_EN_Str",4,0.192452973949694,4
"set1_3_14013_560_CCC_Str","set1_3_14013_560_CCC_Str",4,0.227880816439871,4
"set1_3_14015_560_AM_Str","set1_3_14015_560_AM_Str",4,0.188087423477486,4
"set1_3_14017_560_NL_Str_1","set1_3_14017_560_NL_Str_1",4,0.200703628818557,4
"set1_3_14019_560_NL_Str_2","set1_3_14019_560_NL_Str_2",4,0.172153857893223,4
"set1_3_14021_560_IBC_Str_1","set1_3_14021_560_IBC_Str_1",1,0.186964275780043,4
"set1_3_14023_560_SA_Str","set1_3_14023_560_SA_Str",4,0.189539986837724,4
"set1_3_14026_560_IBC_Str_2","set1_3_14026_560_IBC_Str_2",1,0.110532696846926,4
"set1_3_14035_572_IBC_Str","set1_3_14035_572_IBC_Str",1,0.234848363068216,4
