Mixture	luminal epithelial cell of mammary gland	mammary gland epithelial cell	basal cell	naive B cell	IgG plasma cell	class switched memory B cell	unswitched memory B cell	IgA plasma cell	effector memory CD8-positive, alpha-beta T cell	gamma-delta T cell	natural killer cell	lymphocyte	mature NK T cell	activated CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T cell	regulatory T cell	T cell	CD4-positive helper T cell	effector memory CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta memory T cell	activated CD8-positive, alpha-beta T cell	myeloid dendritic cell	non-classical monocyte	macrophage	classical monocyte	conventional dendritic cell	M1 macrophage	myeloid cell	M2 macrophage	plasmacytoid dendritic cell	neutrophil	fibroblast	endothelial cell of lymphatic vessel	vein endothelial cell	endothelial cell of artery	capillary endothelial cell	pericyte	vascular associated smooth muscle cell	mast cell	P-value	Correlation	RMSE
BCRF1_3&EN_11791_355_RS2_E_peripheral_S22_R1_001	0.412077347460458	0	0.11356457584791	0	0	0.137205638141132	0	0	0.00899366247208546	0	0	0.0444047118734047	0.00111717177194846	0	0.0668689378894117	0.00277501829889771	0.025600686584417	0	0	0	0	0	0	0	0	0	0	0.138324781014046	0	0.00404828607190776	0	0	0.00256253996859206	0	0	0.0307769822089594	0.0116796603968303	0	0	0	0.621388298754896	0.906098563434538
BCRF1_3&EN_11794_355_NL_E_S25_R1_001	0.326493974719156	0.0316297131856013	0.131060934338531	0	0	0.10596611316693	0	0	0	0	0	0.0434206448709821	0.0258849939803721	0	0.0990754611460143	0.00492837710993504	0.023537814987188	0	0	0.0140749539850171	0.000772893829142551	0	0	0	0	0	0	0.150099214413432	0	0	0	0.00911492908401776	0	0	0.00468151720304844	0.0276887523823747	0	0.00156971159825848	0	0	0.533812789282505	0.922269787517077
BCRF1_3&EN_11796_355_RS3_E_center_S27_R1_001	0.235121766160154	0.198903019080533	0.0802834759116237	0	0	0.104750899398618	0	0	0.0144158400030849	0	0	0.0500197431214157	0.0135773813596328	0	0.0877202369584387	0.00558678344856985	0	0	0.0102715754580287	0	0	0	0	0.00575541148179695	0	0	0.000591098307238612	0.134495137347633	0	0.0057824812953825	0	0.00802591970322287	0.00400522623857104	0	0	0.030039719574127	0.0106542851519299	0	0	0	0.691847628282735	0.877810802828224
BCRF1_3&EN_11798_355_RS3_E_peripheral_S29_R1_001	0.296158481456017	0.108293363601877	0.090201518836708	0	0	0.114275926436226	0	0	0.00527682717631312	0	0	0.0403735554521971	0.00116708313529149	0.0284604626361738	0.0848882863196451	0	0	0	0.0140192669854679	0.00347714381272904	0	0	0	0.00344678659290171	0	0	0	0.170702645456881	0	0	0	0	0.00753040500624189	0	0.00512671358163554	0.0146874098941871	0.00936447302574933	0.00254965059375832	0	0	0.653751870687182	0.891602107532631
BCRF1_3&EN_11800_356_NL_E_S31_R1_001	0.328625562360208	0.0443747580002842	0.112326980265765	0	0.00106790131951078	0.101583640076511	0	0	0	0	0	0.055038571834097	0.00509357399712988	0.0633338868361383	0.083599496886572	0.0116264572656788	0	0	0.0125490276647752	0.0134868896030551	0	0	0	0.00437026095438521	0	0	0	0.115660362152718	0	0	0	0.00474181243243259	0	0	0	0.0305323813774051	0.0119884369733345	0	0	0	0.623094503160699	0.905973113588915
BCRF1_3&EN_11802_356_RS1_E_center_S32_R1_001	0.243652499133889	0.164930638985326	0.0446228321732189	0.0060602469692734	0.00108493653348126	0.0826970665716028	0	0	0.00398094189729485	0	0	0.0526040486769652	0	0.0575747589566734	0.0986051627281981	0	0	0	0.0284073660940345	0	0	0	0	0.0112781220699116	0	0	0	0.138509110848541	0	0	0	0.00826810338207378	0.00468463535747983	0	0.0115966296336151	0.0242925185167994	0.0171503814716219	0	0	0	0.674197280258262	0.883840666504939
BCRF1_3&EN_11804_356_RS1_E_peripheral_S34_R1_001	0.2893946301578	0.105318843513275	0.0788953132717013	0.00353320520575323	0.00118059236166692	0.0948471085756383	0	0.000897873605525341	0.0125035296817891	0	0	0.0525890876793111	0.00787361756785597	0.0574627302672099	0.0676113644650447	0	0	0	0.0215876909070983	0.0170358739414588	0	0	0	0.0106049707145632	0	0	0	0.128978925871997	0	0.00254865940463967	0	0.0104843556269911	0.00216739340755118	0	0	0.030409841023134	0.00407439274999584	0	0	0	0.586856402638437	0.906864183180138
BCRF1_3&EN_11806_357_NL_E_S50_R1_001	0.203532182180734	0.376627798890044	0.0856107738016056	0.00133555650754291	0	0.0458216990614786	0	0	0.0105073234259946	0	0	0.0327137551841937	0.00682119434043277	0.0791184959917559	0.023611626114454	0.00666360829639558	0	0	0.00399824791893643	0	0	0	0	0	0	0.019400832648664	0.0222616943725722	0.0510201305149076	0	0.0124764979874333	0	0.00147136360339955	0.000423792806287641	0	0	0.00754575033687894	0	0.00903767601628939	0	0	0.68570145733019	0.855189277407839
BCRF1_3&EN_11808_357_RS1_E_center_S32_R1_001	0.0677337698898074	0.518181809116102	0.0928275315529524	0.010102002436162	0.00339151121418376	0.0486536742502906	0	0.00298264002647424	0.0124517808139695	0	0	0.0259225274751232	0.0156927030479708	0.023009792196082	0.0133752582216486	0.00565675642120533	0	0	0.0109282486035389	0	0	0	0	0.00733217113651873	0	0	0.0259475659251582	0.0532732916622639	0	0.0285821632989506	0	0.0155537293960746	0.000341175960666296	0	0	0.0136493875863688	0.00441050976848806	0	0	0	0.768862789132372	0.814818054837039
BCRF1_3&EN_11810_357_RS1_E_peripheral_S5_R1_001	0.751096841084482	0.0408642034345855	0.00345877106074488	0	0.00294601200819874	0.020594625971212	0.0058959541811952	0.00776994480522958	0.00997647650376952	0	0.000584477221167163	0.0236046715088763	0.00410332599743611	0.01237654784257	0.0188252765366564	0.00522732434969508	0	0	0.00367739814059367	0	0	0	0	0.000634074460736707	0	0	0	0.0666378748910504	0	0.00579910732169572	0	0.000649404284121815	0.000518738751304983	0	0	0.0108085884001675	0	0.00395036124451085	0	0	0.669108941704124	0.870212854095688
BCRF1_3&EN_11813_358_NL_E_S36_R1_001	0.31092700016332	0.0259279907516121	0.103304431536326	0	0	0.0833673324795682	0	0	0.013820376722571	0	0	0.0502839253592917	0.00468165399658203	0.0178850007491885	0.0923399119775578	0.0306500968185626	0	0	0.000470797738188014	0	0	0	0	0.0116706850372884	0	0	0	0.152244636570923	0	0.00493608962116791	0.00349174173651491	0.0409841270573489	0.00652993334457633	0	0	0.0452309976463402	0.00125327069307288	0	0	0	0.470953775739077	0.931420345495404
BCRF1_3&EN_11815_358_EN_E_S38_R1_001	0.45148289169794	0.020753599161268	0.0382713100833985	0	0	0.11579140211064	0	0	0.00738856484745601	0	0	0.0514838540501175	0.00445660456207879	0	0.0984047682869561	0.0153800165746112	0	0	0.0102295301676606	0.00694282609332732	0	0	0	0.00297605360789054	0	0	0	0.132916785919967	0	0	0	0.00619814018885782	0	0	0	0.0320726398853381	0.00525101276249257	0	0	0	0.610661378487494	0.904564869516707
