Mixture	luminal epithelial cell of mammary gland	mammary gland epithelial cell	basal cell	naive B cell	IgG plasma cell	class switched memory B cell	unswitched memory B cell	IgA plasma cell	effector memory CD8-positive, alpha-beta T cell	gamma-delta T cell	natural killer cell	lymphocyte	mature NK T cell	activated CD4-positive, alpha-beta T cell	CD4-positive, alpha-beta T cell	regulatory T cell	T cell	CD4-positive helper T cell	effector memory CD4-positive, alpha-beta T cell	CD8-positive, alpha-beta memory T cell	activated CD8-positive, alpha-beta T cell	myeloid dendritic cell	non-classical monocyte	macrophage	classical monocyte	conventional dendritic cell	M1 macrophage	myeloid cell	M2 macrophage	plasmacytoid dendritic cell	neutrophil	fibroblast	endothelial cell of lymphatic vessel	vein endothelial cell	endothelial cell of artery	capillary endothelial cell	pericyte	vascular associated smooth muscle cell	mast cell	P-value	Correlation	RMSE
BCRF1_3&EN_13900_545_UDH_Ep_1	0.288548499819887	0.114700123083239	0.0705783347338923	0.0100547554535633	0.0224581040556092	0.109198230492897	0	0	0.0306983075548569	0	0	0.0525561236289791	0.00583648689812806	0	0.0957010725046752	0.0182307863292421	0	0	0	0	0.00356327314933938	0	0	0.00995369195175675	0	0	0	0.119631287898661	0.00174860070762912	0	0	0.0147132997997266	0.00245732676126789	0	0	0.026639684993853	0.00273201018279764	0	0	0	0.722624112140621	0.861308367063341
BCRF1_3&EN_13902_545_AM_Ep_1	0.307207047530682	0	0.0685794894567486	0.00213481297287394	0.0181507031077927	0.0946217727325687	0.00312398308373808	0	0.0219257953479982	0	0	0.0450684905311666	0.00421948752949503	0	0.0965006914668777	0.0116077073030767	0	0	0.0177736078172028	0	0	0	0	0.00686209683074857	0	0	0	0.163910322396135	0	0.00122542837641389	0.00485348961130284	0.0473287368313632	0.0153320772667793	0	0	0.0406591935990807	0.0289150662079554	0	0	0	0.561188189302371	0.906407613019082
BCRF1_3&EN_13904_545_IBC_Ep	0.389170928359573	0	0.0174504743385786	0	0.00165065174059577	0.0823415619988533	0.021148879453706	0	0.0189619471781413	0	0	0.0372578206372831	0.0190095489472376	0.0388260425008044	0.0456514786727696	0.0180576271428427	0	0	0.0385583392391329	0	0	0	0	0	0	0	0	0.165424186776862	0	0.0046387646797056	0.00878219262633988	0.034641903818647	0.0090884718655427	0	0	0.0447390778795505	0.00435630163662429	0	0.000243800507209481	0	0.480742640334478	0.928771338041337
BCRF1_3&EN_13906_545_DCIS_Ep_1	0.357453859740946	0	0.0376763860207954	0	0.00287016489943937	0.0819971358081377	0.00492154473046306	0	0.020890062081941	0	0.0046299544217916	0.0308657847713459	0	0.0177288059661934	0.129792145509875	0.0157747965280205	0	0	0.0111451014577423	0.0034776636943316	0	0	0	0.00904409827524509	0	0	0	0.188059289544602	0	0.0119269929068742	0.00663650730233276	0.0096210544572994	0.012489426874888	0	0	0.0322457213817849	0.0107535036259515	0	0	0	0.46683412423235	0.931004694698882
BCRF1_3&EN_13908_545_CCC_Ep_2	0.327390989138592	0	0.0480308370830426	0.0113295779468614	0.00351951521265633	0.0767462732672803	0.00203637593526362	0	0.0244531622041472	0	0	0.050929083701099	0.00877699470521061	0	0.062634066819796	0.0292394313101051	0	0.00440622460459918	0	0	0.0146816583795918	0	0	0.0188545035134853	0	0	0	0.22713690088326	0	0.0274340652534591	0	0.0274523035841233	0.00180044504802724	0	0.00400980959962706	0.0239073537670894	0.00523042804268345	0	0	0	0.612243015133489	0.899999281125295
BCRF1_3&EN_13910_545_AM_Ep_2	0.397379140392159	0	0.0372705753856235	0	0.00226835625055482	0.0961438225540687	0.0224264739937322	0	0.0105708936255042	0	0	0.033315402740155	0	0.052964268591138	0.096093309918156	0.00265444251765446	0	0	0.0144725020015152	0.000391869916015852	0	0	0	0	0	0	0	0.147840578645053	0.00392418345267767	0.0134094630879667	0.00134073839654963	0.0102165293117174	0.00147622991876155	0	0	0.0428085611421468	0.0130326581588498	0	0	0	0.352732707627395	0.953537977419964
BCRF1_3&EN_13912_545_UDH_Ep_2	0.295970988341523	0.084913118437519	0.0648125118256534	0.0028306811114087	0.00371627826046402	0.110540048202165	0	0	0.0102067441966486	0	0	0.0635536058623206	0	0	0.0993118501344356	0	0	0	0.0440558676316756	0	0	0	0	0.0055217969506183	0	0.00896816731546274	0	0.131980346080215	0	0.0147372298051055	0	0.0261322431242286	0.0082311859132043	0	0.00190454287209332	0.0149879187789185	0.00762487515634054	0	0	0	0.603532530457977	0.903381789652941
BCRF1_3&EN_13914_545_NL_Ep	0.285145108058942	0.0204072441673186	0.115088211390793	0.00665562709012151	0.0183335829287396	0.0915423478655181	0	0	0.0293341357556851	0	0	0.0531433160273961	0.00890121035592042	0	0.109837473260563	0	0	0	0	0	0.0049444807554734	0	0	0	0	0	0	0.149152332420668	0.00912497015239098	0.0194928114152006	8.29183146155012e-05	0.0337212870555627	0.0146691217996468	0	0.00735133694277797	0.0191199193827856	0.00224731340287055	0.00170525145701025	0	0	0.618831055171546	0.89474048987507
BCRF1_3&EN_13916_545_DCIS_Ep_2	0.402078331280972	0	0.0116549128257236	0.0073468557483112	0.00010663039832299	0.0492439675673963	0.013462349198069	0	0.00745617955480665	0	0.00204059557726009	0.0224306171763911	0.0208665247861614	0.0294031347168051	0.0539320964861555	0	0	0	0.0580077228449564	0	0	0.00148812393177719	0	0.00373948758197618	0	0	0	0.151357759866849	0.00697519866840965	0.00228567368797703	0.00914145866185663	0.0285525419025758	0.0139001343094011	0	0	0.0753143847462406	0.0245894495713613	0.0046258689102444	0	0	0.445527948550948	0.933894778323932
BCRF1_3&EN_13918_545_LVI_Ep	0.407344905496641	0	0.0284772122329796	0	0.0184758279588659	0.0855150153789444	0.0236963309796035	0.000125637999040443	0.00693395804252363	0	0	0.0449985312901169	0.00103750203880327	0.00785228837268078	0.062326822223692	0.0180894647509806	0	0	0.0503451362794474	0	0	0	0	0.0135540870138835	0	0	0	0.188266090700217	0	0.00971016322562713	0.00210852373533019	0.00626011350949882	0.00197870295885273	0	0	0.0221477040538851	0.000755981758385798	0	0	0	0.568417648819053	0.901052793871706
BCRF1_3&EN_13920_544_MC_Ep	0.116744678371463	0.0970106224283697	0.192478625382031	0	0.0287464149305655	0.0701093861294014	0	0	0.0326889149751663	0	0	0.0543108621537425	0.0188815867961001	0	0.0249147872869889	0.00576536936365036	0	0.0100052881346785	0.0133138910616188	0	0.000849330855284551	0	0	0	0	0	0.0109938654559605	0.14235030231874	0	0.0317536464761095	0	0.0438721579291346	0	0	0	0.0456109891692825	0.0595992807817117	0	0	0	0.697776873639282	0.85786195507685
BCRF1_3&EN_13922_544_NL_Ep	0.118008962635323	0.121662047207422	0.184876792227921	0.0308076765814255	0.019855874585618	0.0846467692878446	0	0.000525846081563502	0.00193827994470311	0	0.0139203147075185	0.0524809094252552	0	0	0.0681527727562182	0.000606649654095884	0	0.0436240125203299	0	0	0.0205573884634698	0	0	0	0	0	0.0070784101356364	0.13778997674849	0	0.00235382053532537	0.00279607162542628	0.0318434181358201	0.0011294837511883	0	0	0.0344111927643835	0.0110796237460001	0.00985370647902142	0	0	0.674074625055426	0.877464232733615
BCRF1_3&EN_13924_544_DCIS_Ep_1	0.399208104736098	0.00672242749592081	0.0054464500522802	0	0	0.0682278313797385	0.0211584299688897	0	0.0263153905135784	0	0	0.0299650935061968	0.000430449641534418	0.12697446666857	0.0410035457295865	0.0204582315287422	0.00987089872029306	0	0.0604561719062951	0	0	0	0	0	0	0	0	0.15535210199046	0	0	0.00337680848253137	0.00320416129281441	0.000124125285311794	0	0	0.0216972368553783	8.07424578053598e-06	0	0	0	0.571089502096617	0.913350202925516
BCRF1_3&EN_13926_544_DCIS_Ep_2	0.278502120395018	0	0.00504041986583534	0.00285163971612874	0.001724685611102	0.0541289218916956	0.0283178288941498	0	0.0322697969973203	0	0.0106451248355119	0.0182066916590088	0	0.1828825868225	0.0393139377795794	0.0349776261344635	0	0	0.0778122875428798	0.00470149033612538	0	0.00956967977329424	0	0	0	0	0.00904112849074091	0.139784439707648	0	0	0.0107051401534341	0.0157605915344818	0.0015569490899488	0	0	0.0320493603823944	0.010157552386739	0	0	0	0.518299081231811	0.923106098112625
BCRF1_3&EN_13928_544_IBC_Ep	0.352544218833444	0.0375832844313521	0	0.0134696028942006	0.0245684052543118	0.037443560441624	0.015569862176949	0	0.02011591016868	0	0	0.0396702565210712	0.000511342241041463	0.0898652364577831	0.0144091350470634	0.0274092497234357	0.0109334781226412	0	0.0321531626901544	0.0171711377796149	0	0.000715358685158128	0	0.00970619024758843	0	0	0	0.178262809912543	0	0.00254838819772419	0.00749051981599172	0.0212583312837972	0	0	0	0.0320761358021677	0.0145244232716625	0	0	0	0.583470029191784	0.890391612348768
BCRF1_3&EN_13930_544_DCIS_Ep_3	0.334107228455429	0	0.00499807891408628	0.0136388085552346	0.023496355841188	0.0719972536873669	0.0070534581465722	0	0.00774367212961413	0	0	0.0627190639587835	0.0320744257406664	0.0408972893396259	0.0688126584076018	0.00538120243878793	0	0	0.0725120404548002	0	0	0	0	0.0148841619884088	0	0	0	0.189739955876461	0	0.00735995646893479	0.00578968229154043	0.00857372619154359	0.00250597136389553	0	0	0.0202419164227467	0.00547309332671307	0	0	0	0.590237364489038	0.892869720889914
BCRF1_3&EN_13932_543_CCH_Ep_1	0.42223771271851	0	0.0905464961881915	0	0	0.114272879838689	0	0	0.0168203118674875	0	0.00366422827614062	0.0326513616686592	0.00337840540200839	0.0271830377168758	0.0646992248829583	0.0183289863755772	0	0	0.0132336817558865	0	0	0	0	0	0	0	0	0.130097880178108	0	0	0.00155035925016633	0.0149242980749344	0	0	0	0.0382890854658722	0.00812205033993487	0	0	0	0.526832155469674	0.922815361202987
BCRF1_3&EN_13934_543_CCH_Ep_2	0.326587757370721	0.0135446640401184	0.0976992671327023	0	0.000176207323669549	0.119543633488022	0	0	0.0333501276777195	0	0	0.0687732808386762	0.00343503528935549	0	0.114567131269282	0.00437413782737327	0	0	0	0	0.00578395007810307	0	0	0	0	0	0	0.122297671588342	0	0.00574915015490764	0	0.0443283969285413	0.000587836478056927	0	0	0.0369839823762195	0	0.00221777013819045	0	0	0.54106491379534	0.923169199123878
BCRF1_3&EN_13936_568_AM_Ep	0.419817891425889	0	0.0493274344287606	0	0.00199995489701803	0.0903012046573136	0.00990514428239136	0	0.0128182559132427	0	0	0.0412830216278032	0.00080977407482483	0.0209174808048582	0.0839277373813478	0.00069274610531919	0	0	0.054244656422508	0	0	0	0	0	0	0	0	0.146897732044385	0.00454781980447722	0	0.00141563293810009	0.00250053752789861	0	0	0	0.0585929756638622	0	0	0	0	0.235030178865594	0.974090629095709
BCRF1_3&EN_13938_568_NL_Ep	0.215695619551332	0.148237713855963	0.0944091415426998	0	0.00376204560457236	0.109347335771653	0.0171063266186941	0.00165866766316836	0.00985244085768633	0	0	0.0382931100470951	0.0303788263106867	0.00536381095824078	0.0639840575559219	0.0153830751711993	0.0154365309763167	0	0.00552846578761813	0.0132895448647587	0	0	0	0	0	0	0.003268160674404	0.160687625409823	0	0	0	0.0266862002291801	0	0	0	0.0153596362838771	0.00627166426510945	0	0	0	0.62140160045575	0.897501230640587
BCRF1_3&EN_13940_568_IBC_Ep	0.350296550456075	0	0.0185921851149977	0	0.00451327824109763	0.0540301445166456	0.0486993827358099	0	0.0281267813977751	0	0	0.0122461673278414	0	0.0588391699686633	0.0395125125842719	0.00788775572138996	0.0505100195567453	0	0.0578020974033817	0	0	0	0	0	0	0	0	0.180421675438588	0	0	0.00874232261384142	0.00848263572939867	0.00367530861933385	0.000138057214794489	0	0.0306150317654292	0.0368689235939204	0	0	0	0.524311737193024	0.920919075195345
BCRF1_3&EN_13942_568_DCIS_Ep	0.38201756711813	0	0.0153601334649302	0	0.00013543563946332	0.082526982014062	0.029248158804917	0	0.00794185450226578	0	0	0.0319555935818397	0.0143137199749229	0.0270038080952055	0.0576206234069924	0.00739906341084483	0.0397240477657675	0	0.0558890136442823	0	0	0	0	0.00108035797065174	0	0	0	0.209360736254953	0.00428695843073973	0.00096462757414069	0.00901520092868653	0	0.0021492270565616	0	0	0.0189874718335341	0.00301941852710907	0	0	0	0.530295090057715	0.918221866844059
BCRF1_3&EN_13944_569_CCC_Ep	0.170941914651781	0.0547619134056062	0.103876781472629	0	0	0.0974990872834893	0	0	0.0230726319565557	0	0.00419753492342195	0.0376806994473843	0.0161713521485853	0.127910422396882	0.0710478113323837	0.0149815379100718	0	0	0.0406717283541711	0	0	0	0	0	0	0	0	0.158894700885038	0.000493752540636918	0.0205628298033592	0.00146787939498535	0.0111868923892532	0.00208700710936276	0	0.0338197199251069	0.00867380266929622	0	0	0	0	0.553520084212487	0.918968610793749
BCRF1_3&EN_13946_570_CCC_Ep_1	0.461742034897091	0	0.0591509766774594	0	0	0.103049832768996	0	0	0.0168707633536765	0	0	0.0511240823713933	0.00568049766251357	0	0.0757401436043199	0.0222720672471811	0	0	0.0181006133734466	0.00287504535902734	0	0	0	0	0	0	0	0.141318985963458	0.00294778534949858	0.000172337674164392	0	0.013151623531566	0	0	0	0.0242718583880894	0.00126811111420522	0.000263240663913957	0	0	0.531121665134089	0.92010008514145
BCRF1_3&EN_13948_570_IBC_Ep	0.491434403385019	0	0.00193750722006557	0	0	0.0591368492886685	0	0	0.00957813006541356	0	0	0.0438101383896726	0	0.00171605090221044	0.113197199827045	0.0237010025322155	0.00604170337108039	0	0.0536513969913277	0	0	0	0	0	0	0	0	0.170891932742942	0	0.00189135776282498	0.00228565775524052	0.0027795264802819	0	0	0	0.0109597331466403	0.00698741013935321	0	0	0	0.566701015956192	0.91028241357282
BCRF1_3&EN_13950_570_DCIS_Ep	0.440098489643442	0	0.0292762532326849	0	0	0.0932060792297723	0	0	0.00995157042361773	0	0	0.0304277655131228	0.0241346219803029	0.0234423423747996	0.084621865449011	0.0183704402493161	0	0	0.0510777319782062	0	0	0	0	0	0	0	0	0.128017653429503	0.00513444833402771	0.017141224643519	0.00521870176345268	0.00248486436069445	0.00747218754762146	0	0	0.0221189708194642	0.00156303491266996	0.00624175411477109	0	0	0.538389479247307	0.919088484197347
BCRF1_3&EN_13952_570_ADH_Ep_1	0.399465699951997	0.00542316501599933	0.114951272124174	0	0	0.132401988956735	0	0	0	0	0	0.0482173123133807	0.00704378419164652	0.00328425358281637	0.0871489148942216	0.0110825691605545	0	0	0.0138873738813401	0	0.00188503223654746	0	0	0	0	0	0	0.1251799653605	0.00160300470275497	0	0	0.015653699899918	0	0	0	0.0325536123450846	0.000218351382329499	0	0	0	0.598326632521453	0.910913366920058
BCRF1_3&EN_13954_570_NL_Ep	0.0939364015763264	0.113699039471662	0.0972126073616627	0	0.0230271725991875	0.0932853089315893	0.0109438718814165	0.00996719441122303	0.0104238379851779	0	0	0.0598254192235856	0	0.0237618040560758	0.124454073512361	0.00941323487212565	0	0	0	0	0.00955332487644224	0	0	0	0	0	0	0.132574179769984	0	0	0.00286900599697364	0.0796086192398011	0.00518874110308982	0	0.00971809361139256	0.082560123709975	0.00703184631745146	0.000946099492497324	0	0	0.802036100179597	0.833401191420484
BCRF1_3&EN_13956_570_CCC_Ep_2	0.461257502416303	0	0.0602409619495171	0	0	0.0871419064453746	0	0	0.0159692013738571	0	0.000388683651044203	0.0441239733102685	0	0.0175411921661778	0.0829781060542194	0.0335733012145428	0	0	0.00363883234254767	0.0221351822398284	0	0	0	0	0	0	0	0.114539116728866	0.00734899742885522	0.00833701625840097	0.000125705243235034	0.0019363710273069	0.000139927661156845	0	0	0.035366747740777	0.00238008416072176	0.000837190586999184	0	0	0.575859183071576	0.912519581467965
BCRF1_3&EN_13958_570_CCH_Ep	0.463089798342579	0	0.0394127882751527	0	0.00666119213805439	0.0870466174732246	0	0	0.0131493230760889	0	0	0.034222429735003	0.00191817987707115	0.00144187502986214	0.140848469736626	0.0167714021110935	0	0	0.0479382273578065	0	0	0	0	0	0	0.0140135335700015	0	0.074959704648567	0.00652027745930698	0	3.86000780490512e-06	0.0104672847321412	0	0	0	0.0394428274464015	0.00209220898321545	0	0	0	0.556470314474025	0.915716385318368
BCRF1_3&EN_13960_570_ADH_Ep_2	0.473167561219182	0	0.0237983688322735	0	0.000805128609832283	0.10884322971945	0.00365103343452721	0.000406112242945826	0.00122916755531083	0	0	0.052336659711923	0.000917150149404578	0.0114733696754974	0.0981273098369288	0.0273024703645032	0.000145646207350446	0	0.0386475384667658	0	0	0	0	0	0	0	0	0.12334100502188	0	0	0	0.0079070055912987	0	0	0	0.0215109033700808	0.00446597414143215	0.00192436584941278	0	0	0.577602231278479	0.912662566171819
BCRF1_3&EN_13962_569_IBC_Ep	0.217847699335139	0.0444074459401559	0.0334942756227063	0	0	0.114258802401934	0.0668827593051341	0	0	0.0114677445448023	0	0	0	0.00540335425202591	0.0555428881783462	0.00168889834754145	0.169211790269536	0	0	0.0513861703231144	0	0	0	0	0.00207939005598076	0	0	0.164793536081928	0	0.0125874871074058	0	0.0111948740817474	0.000537970460298009	0.00868914618498412	0.00359424504505635	0.00116614470006185	0.0237653777621019	0	0	0	0.505334798255138	0.928831062056788
BCRF1_3&EN_13966_567_ADH_Ep	0.296919836651588	0.0390002299790796	0.121454824437233	0	0	0.169337389272631	0	0	0	0	0	0.0439834022595534	0.0141236429138175	0	0.0858433662068431	0	0	0	0.0107555380395683	0.00839097114355842	0.00109745668192073	0	0	0	0	0	0	0.12574112277874	0	0	0	0.0319802762881255	0.00496477873094229	0	0	0.0237771833335986	0.0226299812828002	0	0	0	0.627747913596606	0.906540142238594
BCRF1_3&EN_13968_567_DCIS_Ep	0.219488250079161	0.0805514697681418	0.0535001162460803	0	0	0.154117450753745	0.0125125786881699	0	0.0140422185699037	0	0	0.034215452615126	0	0.0138108063874934	0.0564006223648594	0.00972052447244831	0.00487632512158112	0	0.0304570822392014	0	0	0	0	0	0	0	0	0.253267429660405	0	0	0.000112167736183156	0.0252163706445887	0.00621606958806116	0	0	0.0246348133067079	0.00686025175814327	0	0	0	0.637300109892091	0.895543026811361
BCRF1_3&EN_13970_567_IBC_Ep	0.149880818585421	0.0102358827071581	0.0911074789699689	0	0.00164793789988935	0.146325225500141	0.0440926657760419	0	0.00295905029703242	0	0	0.0315810564611881	0	0.0111621675813716	0.0610933811085553	0	0.0956482394264968	0	0.00818330918822566	0.0141794514390709	0	0	0	0	0	0	0	0.238851115124644	0	0	0.00372468219935471	0.0219417445376358	0.0138506279969401	0.00140343942827073	0	0.0196093287197086	0.0325223970528843	0	0	0	0.539676748882103	0.921253691364409
BCRF1_3&EN_13972_567_NL_Ep	0.127700104657513	0.0891936336909756	0.0970949637948099	0	0.064346994451573	0.102195467202776	0.00423903741266431	0.00594057791162191	0.0185864733917334	0	0	0.0502536704814342	0.0251036251288693	0	0.0956893208893241	0.00405348635453865	0	0	0.00299481331107313	0	0.0204174892257217	0	0	0	0	0	0	0.146986552224144	0.00459249831542437	0.0147589357481879	0.000978991047122076	0.075300302678196	0.00532941877221838	0	0	0.0373920384698504	0.00310045113701705	0.00375115370321182	0	0	0.902940621243312	0.687500743510705
BCRF1_3&EN_13974_569_NL_Ep	0.480935143706051	0	0.0806531686970866	0	0	0.082621662347719	0	0	0.014231031286889	0	0	0.0666589527612261	0	0.00682938149963585	0.106059929590611	0	0	0	0	0.000934132663167402	0	0	0	0	0	0	0	0.114387097152574	0.00246371115212712	0.0291357887282119	0	0.00499827043930868	0.0014604082708825	0	0	0.00775961824510738	0.000871703459401137	0	0	0	0.455252454209053	0.933941818484863
BCRF1_3&EN_13976_565_EN_Ep	0.359034603709945	0	0.0909077401347518	0	0	0.123502210712915	0	0	0.0180218371894155	0	0	0.0605207006093147	0.00426640141658192	0	0.124942377165187	0.00214089503782466	0	0	0	0	0	0	0	0	0	0	0	0.146534361174981	0	0	0.00314030626771433	0.0179438797339685	0	0	0	0.0279180061943959	0.0211266806530033	0	0	0	0.435602194046299	0.940159665353383
BCRF1_3&EN_13978_565_DCIS_Ep	0.140432829078979	0.0781729302030173	0.038496583031696	0	0.00968482195872809	0.108407982201095	0.0431703447664505	0	0.0153022157860423	0	0	0.0301139801659253	0.0292008524637664	0.0282308122486313	0.104209359707374	0	0.00985776389368838	0	0.0378802450106254	0	0	0	0	0.0331006395946341	0	0	0.00350137896429837	0.231315637016988	0	0	0.00157097817904407	0	0.000509272006990765	0.00293027006368962	0.0448811511170029	0	0.00902995254133421	0	0	0	0.602225788607893	0.897480005739192
BCRF1_3&EN_13980_565_NL_Ep	0.148498368775677	0.0883346886898465	0.0543207444703527	0.0166294793868299	0.0397372689800407	0.0959259101879833	0.015034002729217	0.00136266189305542	0.0244810876521697	0	0.0115269084259917	0.0465906880588277	0	0.0256335752046379	0.103476537589214	0.0154097280926009	0	0	0.0227117160256329	0	0.0173161836563243	0	0	0	0	0.0132687746523841	0.00166337301140047	0.132502253989384	0.010091543797817	0	0	0.0532300990895103	0.0107719154523499	0	0	0.0318584568678446	0.00413625830017351	0.0154877750207344	0	0	0.842323573136498	0.794779606191902
BCRF1_3&EN_13982_561_DCIS_Ep	0.153480241269665	0.0228023537015208	0.129125575108735	0	0.00189682915092324	0.0918109795288636	0.0168948568628725	0	0.0314216296220791	0	0	0.0652542425499909	0.0253773771138766	0	0.0580042515669882	0	0.0426474243807732	0	0.0529198097871207	0	0	0	0	0	0	0	0	0.214826804388959	0	0.0149477104269286	0.00133281359885202	0.0282428926666318	0.0139796661688423	0.00368912991744313	0.00263531761759345	0.00649419294350639	0.0222159016278345	0	0	0	0.472325538604617	0.933095371214726
BCRF1_3&EN_13984_561_IBC_Ep	0.12173166112962	0.113275247511077	0.0884538477667538	0	0.00205746632312381	0.0818595420471717	0.0296590403792848	0	0.00144322521014832	0	0	0.0433108892125939	0.0265612054405613	0	0.0675232251198949	0	0.0551086092935998	0	0.041370454982332	0	0	0	0	0	0	0	0	0.211824246675846	0	0	0	0.0533030698067334	0.0218520919088515	0.00318218685855897	0	0.00460167050483984	0.0328823198290098	0	0	0	0.485461333002255	0.926935916050166
BCRF1_3&EN_13986_561_NL_Ep	0.325556003547635	0.00460032858945657	0.0513065064137984	0	0.00766527384667455	0.0900072669871319	0	0.000981201558526326	0.0283241784542412	0	0	0.0512310121105011	0.011904738390976	0	0.0885019801325414	0.0165037404498816	0	0	0	0.00162159985430114	0.0119064590686104	0	0.00070895820699979	0	0	0	0	0.189952957105178	0.0158262141688991	0.0160919517660936	0	0.0473502046907566	0.00433193303268744	0	0	0.0154531273961751	0	0.0201743642289345	0	0	0.439734308371729	0.93502344498092
BCRF1_3&EN_13987_562_DCIS_Ep_1	0.204318215015952	0.259118382045686	0.0340464346614053	0	0.00102453076498286	0.0913335839794176	0.00913639060884819	0	0.00479906422692631	0	0	0.0339906841925226	0.0238962362073722	0	0.0423501335979944	0.0302387926069693	0.00340752237702171	0	0.0286580536821203	0.000181142462163212	0	0	0	0	0	0	0.00287422492995687	0.164064424373378	0	0	0	0.0120653696153676	0.00646657580062975	0	0.00240870511176865	0.0318721002669786	0.0137494334725381	0	0	0	0.691555442604167	0.87002827641009
BCRF1_3&EN_13989_562_NL_Ep_1	0.142172232343645	0.105769459151055	0.144409188444725	0.0312618623299378	0.0134673565459341	0.100464697868151	0	0.00282125116059704	0.0205457229056164	0	0.00097689882088785	0.0408688043513847	0.00538547314358764	0	0.104650098369702	0.0108562840124524	0	0	0.00547782802464382	0	0.0126991185035159	0	0	0	0	0	0.00724708113999506	0.159130699241731	0	0	0	0.0471382539099029	0.00592143792238343	0	0.0101881765818602	0.0235220169399578	0.00502605828833399	0	0	0	0.650334405359268	0.888995956928055
BCRF1_3&EN_13991_562_DCIS_Ep_2	0.153000663016558	0.149483884306855	0.0705340798765939	0	0	0.0951765592906031	0.0470683940680588	0	0.00722314267511697	0	0	0.0504809199297158	0.014809417683104	0.0266493242103213	0.0700074213884883	0.0202038663698858	0.0146837186120611	0	0.0411727569880261	0	0	0	0	0	0	0	0	0.21271037631193	0	0	0.00514496943276715	0	0.000428233598897509	0	0	0.0141906077471943	0.00703166449382303	0	0	0	0.623218790909371	0.897821336750543
BCRF1_3&EN_13993_562_NL_Ep_2	0.154452346755209	0.176898878059594	0.11841321140404	0	0	0.0987639134545924	0	0	0.00484838037006795	0	0	0.0461238412965459	0.0087502600376651	0	0.101524629351886	0.0179603505395584	0	0	0.0254901134021848	0.0192251207242903	0.00584059031194798	0	0	0.0264601851795742	0	0	0	0.139023856775351	0	0	0	0.0060882638952741	0.000467963621298455	0	0.0105905285404656	0.0237708238244398	0.0153067424560149	0	0	0	0.590311791045195	0.901881388145722
BCRF1_3&EN_13995_563_NL_Ep	0.123558300644729	0.194420645351129	0.104070316671017	0.0124839240043802	0.0171764434394127	0.0834570951533923	0.031875580800538	0.00123537636650712	0	0	0	0.0275549854429125	0.0168677762877007	0	0.131119892137116	0.0163512295885871	0	0.0227689803399884	0	0.00725170506572933	0.04775820373367	0	0	0	0	0	0.009314873743746	0.110206365054198	0	0.00514892348169716	0	0.00620635860125387	0	0	0.0049778544465525	0.0113152081187705	0.0148799615269717	0	0	0	0.709439703553095	0.870425758223078
BCRF1_3&EN_13999_563_EN_Ep	0.133077562806366	0.116595158003701	0.0779940822286681	0	0.0451390578434344	0.0704961152915632	0	0	0.00306280718730292	0	0.0194819486852025	0.0595666958822643	0.0306524610906407	0	0.117663842660921	0.00776464393450486	0	0	0.0144970704651712	0	0.0373095995109883	0	0	0	0	0.0204283586035409	0	0.2002586078326	0	0.000680588537584923	0.00355188217616093	0.00928172523725532	0.00105441862895649	0	0.0107232374209335	0.00927838650732192	0	0.0114417494649172	0	0	0.806804121564526	0.792026467500229
BCRF1_3&EN_14001_553_DCIS_Ep	0.38928338552123	0	0.00730409123769237	0	0	0.0877502262563726	0.0492346902752952	0	0	0.0165257972973444	0	0.00823474835889243	0	0.0348448892425587	0.0783122076714877	0.00137707207279989	0.0904723882574413	0	0.0559966127640211	0	0	0	0	0	0	0	0	0.127855678097956	0.000506482549199322	0	0.00694155664544021	0	0.00192719382471991	0.000903303711362546	0	0.0351070835124799	0.00742259270370634	0	0	0	0.46725647869735	0.934564271573341
BCRF1_3&EN_14003_553_IBC_Ep	0.303102873921831	0.0680471216749385	0.028658275743621	0	0.00132574299381167	0.0887953532179599	0.0380664294130697	0	0.0177728451908769	0	0	0.00785535589946721	0	0.0303241999187501	0.0767429066202837	0	0.0698945250128172	0	0.025286615107901	0	0	0	0	0	0	0	0	0.136060116494654	0.00761300701921822	0	0.0199316913533288	0.00686048955965656	0.0021716984803904	0	0	0.0577883016040903	0.0137024507733344	0	0	0	0.616792741543802	0.90027383619292
BCRF1_3&EN_14005_553_NL_Ep_1	0.444978902842052	0.00154831803280208	0.141062241575406	0	0.00358939944624316	0.0793096351840095	0	0	0.00538422032975509	0	0	0.0305924486619594	0.0139702274719726	0	0.043540478259509	0.0180751444014573	0	0	0.0213110735960282	0	0.000671661005369988	0	0	0	0	0	0	0.104046212461252	0	0.0293597915364361	0	0.0279976299187534	0.000408094395163037	0	0	0.0214661951735943	0.0126883257082369	0	0	0	0.597651922890902	0.906872949342778
BCRF1_3&EN_14007_553_EN_Ep	0.325459109237739	0.0603627587160883	0.081315398967646	0	0	0.0840525191161415	0.00415288481430508	0	0.0170627599340035	0	0.000489582115145994	0.0482016692754123	0	0	0.0993375411905687	0.0114044033240066	0	0	0.0298300187406251	0	0.0109266016947271	0	0	0	0	0	0	0.158392858790857	0	0.0199534570429341	0	0.0163475915063022	0	0	0	0.0197581487231859	0	0.0129526968103115	0	0	0.54706888921758	0.916518776482771
