Mixture	Myeloid_cell	T_cell	pDC	Fibroblast	Endothelial_cell	B_cell	Cancer_cell	Mast_cell	P-value	Correlation	RMSE
BCRF4_10_14843_670_DCIS_Ep	0.00833305082186605	0	0	0.00842908334347251	0.0169895803999532	0.000268937445023592	0.965979347989685	0	0	0.488356912505706	0.874402756424311
BCRF4_10_14844_670_IBC_Ep	0.0198801738651721	0	0.0014975433362365	0.0920547886419003	0.0311199459979749	0.000221567952544852	0.855225980206171	0	0	0.550125533286171	0.836855617800561
BCRF4_10_14847_670_BBD_Ep	0.0147469591323071	0	0.000676083059959644	0.00370040887797621	0.0272854598178019	0.000209867057800642	0.953340200751348	4.10213028062865e-05	0	0.81787681218453	0.652492064535053
BCRF4_10_14848_670_CCC_Ep	0.0124606917602736	0	0	0	0.0210654255575801	0.000227663711988364	0.966245448423152	7.70547005981546e-07	0	0.702628308322954	0.736353924146118
BCRF4_10_14849_670_AM_Ep	0.046462878622149	0	0.000852061519752123	0.00224832616375991	0.0265986180806963	0.000171856764047534	0.923609571410262	5.66874393328802e-05	0	0.596805973422781	0.809404602532083
BCRF4_10_14864_672_inf_NL_Ep_S1_R1_001	0.042507417835125	0.000383630728246344	0.0026165810843374	0.0354616170580562	0.0286518486490206	0.000389876924889902	0.889960515285266	2.85124350587044e-05	0	0.741304051563429	0.716498094383839
BCRF4_10_14866_672_IBC_Ep_2_S3_R1_001	0.018137249646859	0	0	0.166166549342281	0.0116236452923048	0.000523698687981926	0.803548857030574	0	0	0.776806661335769	0.672565945307254
BCRF4_10_14868_672_IBC_Ep_1_S5_R1_001	0.0030722597379301	0.0028372061515297	0	0.189733762616918	0.00390845196871573	0	0.799714822811884	0.000733496713022453	0	0.798530733909373	0.646956183161807
BCRF4_10_14869_672_DCIS_Ep_S6_R1_001	0	0	0	0.00377502522664029	0.00398359376241471	0.000223271801481645	0.992018109209463	0	0	0.719433384068604	0.720975001525531
BCRF4_10_14870_672_CaLob_Ep_S7_R1_001	0.00830975732954298	0	0	0.127236260964887	0.0203732534259997	0.000220289128385734	0.843860439151184	0	0	0.816056578868693	0.647278575825489
BCRF4_10_14873_672_NL_Ep_S10_R1_001	0.0230645980618282	0.000352053444104188	0.0033627260726569	0.0338157798854877	0.0378734213160346	0.000475209069255422	0.9008714620683	0.000184750082332974	0	0.752617191577618	0.707139115778972
BCRF4_10_14875_672_ADH_Ep_S12_R1_001	0.0441427277670648	0	0	0	0.0140722619118751	0.000256118060638856	0.941393948410745	0.000134943849675815	0	0.764973414613429	0.695096831934
BCRF4_10_14876_672_CCC_Ep_S13_R1_001	0.215865506550148	0	0.00446246018883513	0	0.027815477148666	0.000511225029417483	0.751011917832908	0.000333413250025503	0	0.662929731473929	0.780671393497956
BCRF4_10_14878_673_IBC_Ep_S15_R1_001	0.0341442283036917	0.0127732875116024	0.00377465882504557	0.341501801162597	0	0.00119194731680328	0.605066806867869	0.00154727001239101	0	0.815836423650164	0.594722368392705
BCRF4_10_14880_673_DCIS_Ep_S17_R1_001	0.0413415118362228	0.00123576128939398	0	0.0681985733399808	0.0130343477789579	0.000464430582035026	0.875725375173409	0	0	0.503682340106383	0.864627503314133
BCRF4_10_14882_673_NL_Ep_S19_R1_001	0	0	0	0.0186009803551505	0.0211579543550386	0.000320957345248334	0.959920107944563	0	0	0.673538397778897	0.756105341476224
BCRF4_10_14884_673_AM_Ep_S21_R1_001	0	0	0	0	0.0359991810821652	0	0.964000818917835	0	0	0.434998486653743	0.905397544759533
BCRF4_10_14886_673_CCC_Ep_S23_R1_001	0.0131690715844893	0	0	0.00975015764819988	0.0161069918449462	0	0.960973778922365	0	0	0.845898382460871	0.62744116280353
BCRF4_10_14888_673_EN_Ep_S25_R1_001	0.0214201083238598	0	0.000119196226489159	0	0.0280398681870233	0.000226475875451857	0.950169520488057	2.4830899118559e-05	0	0.744253407415396	0.708800963544398
BCRF4_10_14890_674_DCIS_Ep_S27_R1_001	0.00139104331477543	0	0	0	0	0	0.998608956685225	0	0	0.61121373526526	0.796631952441877
BCRF4_10_14892_674_IBC_Ep_S29_R1_001	0.00281894018079939	0	0.000328686796000425	0.0244389354067627	0	0.000304475482512631	0.972029185360017	7.97767739074335e-05	0	0.708772633207926	0.729629402170443
BCRF4_10_14894_674_BBD_Ep_S31_R1_001	0.0141311754027121	0	0.000806114538433348	0	0.0106805864754087	0.000328688082713756	0.973926123839561	0.000127311661171456	0	0.723626500802879	0.720449372285622
BCRF4_10_14899_675_EN1_Ep_S33_R1_001	0.000168965467375047	6.94616767621995e-05	0	0.0570047799555112	0.0111424505681195	0.000431183549375045	0.931052425908979	0.000130732873877827	0	0.819979859938135	0.646805067144554
BCRF4_10_14901_675_EN2_Ep	0.00244693188210426	0	0	0.0496543003459907	0.0385206990289373	0	0.909378068742968	0	0	0.747177031787295	0.707197315539273
BCRF4_10_14904_675_EN3_Ep	0	0	0	0.0474853886888462	0.0331442084591855	0	0.919370402851968	0	0	0.680477454136491	0.752877814678969
BCRF4_10_14905_675_NL_Ep	0.00585372440912864	0	0.000403091655520985	0.0862192481564801	0.025104868201784	0.000499306948198051	0.881870282603066	4.94780258218788e-05	0	0.779979374453395	0.680589449715441
BCRF4_10_14907_675_IBC_Ep	0	0	0	0.199577597071392	0.00241284650282975	0	0.797865200562633	0.000144355863145766	0	0.724667163387026	0.706155330901887
BCRF4_10_14908_675_CCC_Ep	0.00731890001340942	0	0	0.0982001315422433	0.106609641954607	0.000491103513281094	0.787126306875021	0.000253916101438283	0	0.531524487654425	0.848713375836648
BCRF4_10_14922_677_IBC_Ep	0.0205796139620403	0	0	0.103107607703423	0	0.000378986423909193	0.875933791910628	0	0	0.665126848924434	0.761030979201278
BCRF4_10_14924_677_DCIS_Ep	0.00852972489399011	0	0	0.0585359083233218	0	0.000297015197267164	0.932637351585421	0	0	0.690677450754276	0.743496760409392
BCRF4_10_14926_677_NL_Ep	0.0880080039163649	0.0251237272926171	0.0132000602185801	0.0412126323181534	0.0568620071906342	0.00026922242750049	0.77532434663615	0	0	0.659661780554359	0.782263495999798
BCRF4_10_14928_677_LVI_Ep	0.0309877511456767	0.00187296264976439	0	0.068550777456255	0.0306282864176682	0.000418167139565495	0.866951715119163	0.000590340071907077	0	0.691814699747511	0.748480814454236
BCRF4_10_14930_678_IBC_Ep	0.016675296357558	0.000387568341783175	0	0.0383897560341914	0.00589154127464817	0.000338074902245081	0.938271124869632	4.66382199420441e-05	0	0.663584805280709	0.763522830459842
BCRF4_10_14932_678_PLC_Ep	0.0403189262604329	0	0.00429122653192119	0.0179499034461321	0.0905587431645088	3.90301163810746e-05	0.846842170480624	0	0	0.160351837104057	1.03521371297344
BCRF4_10_14934_678_EN_Ep	0.0124448823674772	0	0.000660461622246103	0.0135411303232566	0.0347390126884441	0.000314408353400898	0.938300104645175	0	0	0.863368917802405	0.618116025131352
BCRF4_10_14936_678_NL_Ep	0.030846311991061	0	0.0021952717537005	0.0150191950234169	0.0487739626030364	0.00040214090396564	0.90276311772482	0	0	0.738694322554948	0.718564095257651
BCRF4_10_14938_679_IBC_Ep	0	0	0	0.0446031288064184	0.00132010473565585	0	0.954076766457926	0	0	0.712338229585278	0.72718354524638
BCRF4_10_14940_679_DCIS_Ep	0	0	0	0.0462888179713996	0.0115832876127502	0	0.94212789441585	0	0	0.504132715174697	0.864784200857189
BCRF4_10_14942_679_NL_Ep	0.0324475135910271	0	0.00396357538429862	0.025471457592735	0.0277378191253961	0.000501323583582524	0.909327478668724	0.000550832054236967	0	0.74903301929799	0.709420661630682
BCRF4_10_14954_680_DCIS_2_Ep	0	0	0	0	0.00317236422687062	0	0.996827635773129	0	0	0.789531874017728	0.666719473752466
BCRF4_10_14956_680_ADH_2_Ep	0.0270097438488818	0	0.00123464078360132	0	0.0075751431806174	0.000203748257386254	0.963732857524134	0.00024386640537892	0	0.806094379051265	0.660004306213775
BCRF4_10_14944_680_ADH_1_Ep	0	0	6.112317691372e-05	0	0.0275960509758391	0	0.972336497564324	6.32828292320121e-06	0	0.785768413487317	0.67404804395189
BCRF4_10_14946_680_UDH_Ep	0	0	7.49244397793602e-05	0.00243645164326202	0.0309056938812196	0.000239988344523316	0.96609538796029	0.000247553730925791	0	0.797049989491586	0.666223069421995
BCRF4_10_14948_680_NL_Ep	0.0127913446095187	0	0	0.000297442871977321	0.0305598449695414	0.000279598205301198	0.956034590173759	3.71791699019938e-05	0	0.807312984261364	0.660500549842538
BCRF4_10_14950_680_DCIS_1_Ep	0.00318813070004133	0	0.000159088598563086	0	0.00673276054883008	0.000288712566128419	0.989454251468466	0.00017705611797104	0	0.77395514394401	0.680321487030525
BCRF4_10_14952_680_IBC_Ep	0.00831269286381495	0	0	0.0667926599177909	0	0	0.924894647218394	0	0	0.561653930842262	0.82917319204797
BCRF4_10_14958_680_LG_DCIS_Ep	0	0	0	0.00544686464306787	0.000893453718105062	0	0.993659681638827	0	0	0.533914943202299	0.846846406313824
BCRF4_10_14960_680_AM_Ep	0	0	0	0	0.0117083551572876	0	0.988291644842712	0	0	0.614780713794661	0.794709643860318
BCRF4_10_14962_680_atip_AM_Ep	0	0	0	0	0.0144609737834602	0	0.98553902621654	0	0	0.852866935809896	0.61671928962166
BCRF4_10_14963_680_ADH_AM_Ep	0.00698865093620001	0	0.000898547226130541	0	0.0152113413466815	0.000210488364214864	0.976690972126773	0	0	0.831044217780025	0.637185619771788
BCRF4_10_14966_681_DCIS_Ep	0.0445884806554651	0	0	0	0.0118528107492862	0	0.943558708595249	0	0	0.708065853288424	0.735185767096246
BCRF4_10_14968_681_AM_Ep	0	0	0	0	0.0432545967851569	0.000420600975805508	0.956324802239038	0	0	0.469960630577157	0.884957686876013
BCRF4_10_14970_681_EN_Ep	0.00840668536916529	0	0.000561719796294752	0	0.0185779630829467	0.000234120736156086	0.972192170984935	2.73400305020139e-05	0	0.759872850890867	0.693916676617875
BCRF4_10_14972_681_ADH_1_Ep	0.0735281912345921	0	0.000802040350096409	0.0097879300714133	0.0366446523054215	0.000377248543623502	0.878811572184455	4.83653103981091e-05	0	0.750361680206117	0.714557987927221
BCRF4_10_14974_681_IBC_Ep	0.000648358555267715	0	0	0.175766546053144	0	0	0.823585095391589	0	0	0.755766857381343	0.684284344779572
BCRF4_10_14976_681_NL_Ep	0.00868510560372772	0	0.00218224055305756	0.0114434065738118	0.033453867510613	0.00037099008925218	0.943842799684523	2.15899850149209e-05	0	0.836454282052952	0.638931274784761
